,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
30,D,0.75,0.25,L,L,W,D,L,L,-0.25,-1.0,0.5,1.0
31,D,0.75,1.75,W,L,L,D,W,W,-0.25,0.75,-1.0,6.0
32,A,1.0,1.5,W,L,D,W,L,W,-0.5,0.5,-0.5,-9.0
33,A,1.75,0.75,D,W,W,L,L,W,0.5,0.0,1.0,-6.0
34,H,2.25,0.75,W,W,W,D,D,D,2.0,0.0,1.5,-18.0
35,A,0.5,1.0,D,L,D,D,W,L,-0.5,-0.25,-0.5,12.0
36,A,0.5,0.25,D,D,L,L,D,L,-0.25,-1.0,0.25,-4.0
37,D,0.5,1.0,D,D,L,L,W,D,-0.25,0.25,-0.5,-6.0
38,H,0.5,1.0,D,L,D,D,W,L,-0.75,0.0,-0.5,-13.0
39,H,1.25,1.75,D,W,D,D,W,W,0.5,0.5,-0.5,4.0
40,H,1.4,0.4,W,D,W,L,D,D,0.0,-0.4,1.0,-6.0
41,A,1.8,2.4,W,W,L,W,W,W,0.6,2.0,-0.6,8.0
42,H,1.0,0.8,D,L,W,L,W,L,0.2,-0.6,0.2,10.0
43,H,1.4,1.4,L,D,W,L,D,W,0.2,-0.2,0.0,-2.0
44,H,0.8,0.8,L,D,W,D,W,L,-0.6,-0.2,0.0,0.0
45,H,0.6,1.6,L,D,D,W,D,W,-0.4,0.6,-1.0,12.0
46,D,0.8,1.0,W,L,D,W,D,L,-0.6,0.0,-0.2,6.0
47,H,1.6,0.8,D,D,W,D,L,L,0.6,-0.2,0.8,-3.0
48,A,0.4,0.6,D,D,L,D,D,D,-0.8,-0.2,-0.2,11.0
49,H,1.2,0.4,W,L,L,L,D,L,0.6,-0.6,0.8,-3.0
50,A,0.6666666666666666,0.8333333333333334,L,D,L,D,W,L,-0.3333333333333333,-0.5,-0.16666666666666666,4.0
51,H,0.6666666666666666,0.3333333333333333,L,D,W,L,D,D,-0.5,-0.8333333333333334,0.3333333333333333,4.0
52,H,0.6666666666666666,1.6666666666666667,L,L,W,W,W,D,-0.8333333333333334,0.3333333333333333,-1.0,-2.0
53,A,2.5,1.5,W,W,W,W,W,L,1.8333333333333333,0.8333333333333334,1.0,-10.0
54,A,0.3333333333333333,1.0,L,L,D,W,L,D,-0.8333333333333334,-0.16666666666666666,-0.6666666666666666,-5.0
55,D,0.3333333333333333,1.8333333333333333,L,L,D,W,D,D,-0.6666666666666666,0.6666666666666666,-1.5,-5.0
56,D,1.3333333333333333,1.3333333333333333,L,W,D,W,D,L,0.3333333333333333,0.5,0.0,-3.0
57,D,1.1666666666666667,1.1666666666666667,L,L,D,W,L,D,-0.5,-0.16666666666666666,0.0,-14.0
58,A,1.0,1.6666666666666667,D,W,D,W,L,D,0.0,0.5,-0.6666666666666666,3.0
59,H,1.0,1.5,W,D,D,L,W,W,0.0,0.3333333333333333,-0.5,-5.0
60,A,1.7142857142857142,1.4285714285714286,D,W,D,L,W,W,0.5714285714285714,0.0,-0.14285714285714285,11.0
61,H,1.1428571428571428,0.5714285714285714,D,L,L,L,L,D,-0.42857142857142855,-0.42857142857142855,0.5714285714285714,-11.0
62,H,1.8571428571428568,0.2857142857142857,W,W,L,L,L,D,0.5714285714285714,-1.0,1.1428571428571428,-12.0
63,D,0.2857142857142857,1.0,L,L,L,W,L,L,-0.8571428571428571,-0.42857142857142855,-0.7142857142857143,14.0
64,H,0.8571428571428571,1.2857142857142858,L,D,W,D,L,W,-0.14285714285714285,0.2857142857142857,-0.42857142857142855,-1.0
65,H,0.42857142857142855,1.0,D,L,L,W,L,D,-0.5714285714285714,-0.14285714285714285,-0.5714285714285714,-11.0
66,H,1.2857142857142858,2.142857142857143,W,W,D,L,W,W,0.14285714285714285,1.4285714285714286,-0.42857142857142855,3.0
67,D,1.7142857142857142,1.1428571428571428,W,W,W,D,W,L,0.8571428571428571,-0.14285714285714285,0.14285714285714285,-8.0
68,A,1.2857142857142858,1.2857142857142858,W,W,L,L,L,W,0.0,0.14285714285714285,0.2857142857142857,10.0
69,A,1.1428571428571428,1.2857142857142858,W,D,W,D,W,D,-0.2857142857142857,0.42857142857142855,0.0,2.0
70,A,0.5,0.75,L,L,L,W,D,L,-0.5,-0.375,-0.5,8.0
71,D,0.875,1.125,L,W,L,L,W,W,-0.25,-0.125,0.0,0.0
72,A,1.0,1.125,D,W,L,W,L,D,-0.375,0.125,-0.125,-6.0
73,H,1.5,1.0,W,L,L,L,W,D,0.25,-0.375,0.25,-3.0
74,H,1.875,0.375,L,L,W,D,L,L,0.875,-0.75,0.875,-13.0
75,A,1.125,1.5,D,D,W,L,D,W,-0.125,0.125,0.0,6.0
76,D,0.25,1.625,L,L,L,D,W,W,-1.25,0.75,-1.0,4.0
77,H,1.625,2.0,W,L,W,W,W,W,0.375,0.875,0.0,-1.0
78,D,1.5,1.375,W,D,W,W,D,L,0.5,-0.25,0.375,5.0
79,D,1.125,1.5,L,D,L,W,W,W,0.0,0.5,-0.75,3.0
80,H,0.8888888888888888,0.4444444444444444,L,D,W,L,L,L,-0.5555555555555556,-0.5555555555555556,0.3333333333333333,-16.0
81,A,1.6666666666666667,1.5555555555555556,W,W,L,D,D,W,0.4444444444444444,0.6666666666666666,-0.2222222222222222,-2.0
82,A,1.4444444444444444,1.7777777777777777,D,W,D,L,W,W,0.4444444444444444,0.4444444444444444,0.0,7.0
83,H,2.0,0.8888888888888888,W,L,L,D,L,W,1.3333333333333333,-0.2222222222222222,0.4444444444444444,-18.0
84,D,1.3333333333333333,1.6666666666666667,W,W,L,W,L,D,0.3333333333333333,0.2222222222222222,0.2222222222222222,-7.0
85,D,1.4444444444444444,1.3333333333333333,D,W,W,D,W,D,0.4444444444444444,-0.2222222222222222,0.6666666666666666,-1.0
86,A,1.1111111111111112,1.7777777777777777,D,L,W,W,W,L,-0.1111111111111111,0.6666666666666666,-0.5555555555555556,17.0
87,H,0.8888888888888888,0.3333333333333333,L,L,W,D,L,L,-0.5555555555555556,-1.1111111111111112,0.5555555555555556,-3.0
88,H,0.3333333333333333,1.0,L,D,L,L,D,D,-1.2222222222222223,-0.2222222222222222,-0.4444444444444444,-5.0
89,A,1.1111111111111112,1.0,D,L,D,W,W,D,0.0,-0.2222222222222222,-0.2222222222222222,-1.0
90,H,1.9,1.3,W,W,W,L,D,W,0.9,0.1,0.4,-8.0
91,A,0.4,1.0,L,L,L,L,D,L,-0.7,-0.1,-0.2,9.0
92,H,1.6,1.5,D,W,L,L,W,W,0.2,0.2,0.2,4.0
93,A,0.9,1.1,L,L,D,W,L,L,-0.6,-0.4,-0.2,7.0
94,A,1.2,1.0,W,W,W,L,D,L,-0.1,-0.4,0.3,-11.0
95,H,1.7,1.1,W,D,D,W,L,D,0.8,-0.3,0.4,11.0
96,A,0.8,1.4,L,D,L,D,D,W,-0.6,0.4,-0.7,15.0
97,D,1.3,1.3,D,D,W,D,W,W,-0.2,0.3,-0.2,-1.0
98,D,1.9,2.1,W,L,W,W,W,L,0.7,1.6,0.3,2.0
99,H,0.3,0.6,L,D,L,W,L,D,-1.1,-0.7,-0.3,1.0
100,A,1.0,1.2727272727272727,L,W,L,D,D,D,-0.3636363636363637,-0.18181818181818185,0.0,-5.0
101,D,1.3636363636363635,1.818181818181818,L,L,W,D,W,L,0.09090909090909093,0.6363636363636364,-0.3636363636363637,6.0
102,H,2.0,0.8181818181818182,D,W,W,L,L,L,1.4545454545454546,-0.6363636363636364,0.4545454545454545,-18.0
103,D,0.5454545454545454,1.0909090909090908,L,W,L,L,W,W,-0.9090909090909092,-0.2727272727272727,-0.5454545454545454,6.0
104,A,1.181818181818182,2.0,W,L,D,W,W,W,0.0,0.9090909090909092,-0.6363636363636364,5.0
105,H,1.181818181818182,1.818181818181818,W,L,D,W,W,D,-0.18181818181818185,0.8181818181818182,-0.3636363636363637,8.0
106,A,1.2727272727272727,1.7272727272727273,W,W,L,W,D,W,-0.2727272727272727,0.2727272727272727,0.09090909090909093,-1.0
107,H,1.181818181818182,0.5454545454545454,L,L,D,W,L,D,0.0,-0.7272727272727273,0.09090909090909093,-5.0
108,H,1.2727272727272727,0.7272727272727273,D,D,W,L,L,D,0.2727272727272727,-0.9090909090909092,0.3636363636363637,-13.0
109,H,1.5454545454545454,0.3636363636363637,W,D,D,L,L,L,0.7272727272727273,-0.7272727272727273,1.0,-12.0
110,A,0.6666666666666666,0.5833333333333334,L,L,L,D,L,W,-1.0,-0.8333333333333334,-0.3333333333333333,5.0
111,H,1.8333333333333333,1.3333333333333333,W,W,D,W,W,L,0.3333333333333333,0.0,0.25,-6.0
112,H,1.75,1.1666666666666667,D,D,W,L,W,W,0.5833333333333334,-0.3333333333333333,0.16666666666666666,-9.0
113,H,0.75,1.0833333333333333,L,L,L,L,W,L,-0.6666666666666666,-0.25,-0.25,12.0
114,H,1.0833333333333333,0.9166666666666666,D,L,W,L,L,W,-0.25,-0.5,0.5,8.0
115,A,0.5,1.4166666666666667,L,W,L,W,D,D,-1.0,0.4166666666666667,-0.5833333333333334,9.0
116,D,1.6666666666666667,1.3333333333333333,L,W,W,W,L,L,0.5833333333333334,0.3333333333333333,0.08333333333333333,1.0
117,D,2.083333333333333,1.6666666666666667,W,W,W,W,W,D,1.0833333333333333,0.8333333333333334,0.3333333333333333,-2.0
118,D,0.3333333333333333,2.083333333333333,L,L,L,W,D,W,-0.8333333333333334,1.4166666666666667,-0.8333333333333334,15.0
119,A,1.4166666666666667,1.3333333333333333,W,D,D,D,L,L,0.0,0.08333333333333333,0.16666666666666666,-4.0
120,H,0.8461538461538461,0.9230769230769232,L,L,L,W,L,L,-0.5384615384615384,-0.5384615384615384,0.0,-19.0
121,H,1.3076923076923077,0.38461538461538464,D,W,L,D,L,L,0.3076923076923077,-0.7692307692307693,0.3076923076923077,-6.0
122,A,2.0,1.3076923076923077,D,W,D,L,W,D,1.3076923076923077,-0.07692307692307693,0.38461538461538464,-4.0
123,A,0.7692307692307693,1.9230769230769231,W,D,L,W,W,W,-0.6923076923076923,0.38461538461538464,-0.4615384615384616,1.0
124,A,1.5384615384615383,1.2307692307692308,W,W,D,W,D,L,0.4615384615384616,-0.15384615384615385,0.07692307692307693,-2.0
125,D,1.0,0.6153846153846154,L,L,W,L,L,L,-0.3076923076923077,-1.0,0.2307692307692308,-12.0
126,A,1.2307692307692308,1.8461538461538465,L,W,W,W,D,D,-0.07692307692307693,0.6923076923076923,-0.07692307692307693,16.0
127,H,1.0769230769230769,2.0,L,L,W,D,W,W,-0.4615384615384616,1.0,-0.5384615384615384,10.0
128,H,1.6153846153846154,1.6153846153846154,D,W,W,D,L,W,0.7692307692307693,0.5384615384615384,0.07692307692307693,-7.0
129,A,1.4615384615384617,0.4615384615384616,W,D,L,L,L,W,0.15384615384615385,-1.0,0.2307692307692308,-6.0
130,A,0.35714285714285715,1.1428571428571428,L,D,L,L,L,W,-1.0,-0.14285714285714285,-0.35714285714285715,-3.0
131,D,0.6428571428571429,1.4285714285714286,D,L,L,W,D,W,-0.9285714285714286,0.5714285714285714,-0.42857142857142855,9.0
132,H,1.3571428571428572,0.7142857142857143,L,W,D,L,W,D,0.07142857142857142,-0.8571428571428571,-0.21428571428571427,-5.0
133,D,2.0,1.9285714285714288,W,W,W,W,W,D,0.5714285714285714,0.7142857142857143,0.14285714285714285,10.0
134,H,1.8571428571428568,1.4285714285714286,L,D,W,L,W,W,1.0,0.35714285714285715,0.0,-5.0
135,H,0.6428571428571429,1.3571428571428572,W,L,L,W,W,D,-0.8571428571428571,-0.07142857142857142,-0.2857142857142857,7.0
136,H,1.4285714285714286,1.0,W,L,W,D,L,L,0.14285714285714285,-0.2857142857142857,0.2857142857142857,-2.0
137,D,0.8571428571428571,1.8571428571428568,L,W,L,L,D,W,-0.5714285714285714,0.8571428571428571,-0.5,17.0
138,D,1.7142857142857142,1.0,W,D,W,W,L,L,0.9285714285714286,-0.42857142857142855,0.35714285714285715,4.0
139,D,1.5,1.2142857142857142,L,D,L,W,L,L,0.2857142857142857,-0.35714285714285715,-0.14285714285714285,-1.0
140,H,1.8,0.8,D,L,D,W,W,L,0.8,-0.6666666666666666,-0.06666666666666668,-13.0
141,A,1.0,0.6666666666666666,D,W,L,D,D,L,-0.4,-0.8666666666666667,0.13333333333333333,-19.0
142,D,1.8666666666666667,1.4666666666666666,D,W,W,D,L,D,0.6666666666666666,0.26666666666666666,0.26666666666666666,-8.0
143,D,1.3333333333333333,0.3333333333333333,L,L,W,L,L,D,0.2,-1.0,0.4,-10.0
144,H,1.2666666666666666,1.9333333333333331,L,W,W,W,L,D,-0.2,1.0666666666666669,-0.06666666666666668,7.0
145,A,0.9333333333333332,1.9333333333333331,L,D,L,D,W,W,-0.3333333333333333,0.5333333333333333,-0.6,-6.0
146,H,1.2666666666666666,0.8666666666666667,W,L,L,D,L,W,-0.06666666666666668,-0.5333333333333333,0.3333333333333333,0.0
147,D,1.2,1.6666666666666667,D,W,L,D,W,D,-0.3333333333333333,0.8666666666666667,-0.26666666666666666,8.0
148,H,0.6666666666666666,1.5333333333333334,L,L,W,W,W,L,-1.0666666666666669,0.2,-0.4,9.0
149,D,1.4,1.4666666666666666,D,W,D,W,L,W,0.5333333333333333,0.3333333333333333,0.06666666666666668,1.0
150,H,0.8125,1.8125,W,D,D,D,D,W,-0.75,0.625,-0.25,16.0
151,H,1.4375,1.3125,D,W,L,D,L,L,0.3125,0.1875,0.0625,3.0
152,H,1.8125,0.875,L,W,L,L,L,D,0.875,-0.5,0.375,-6.0
153,D,0.8125,1.375,L,D,L,D,D,W,-0.625,0.5,-0.3125,9.0
154,A,0.75,1.375,L,W,W,W,W,L,-0.75,0.0625,-0.1875,-4.0
155,D,1.4375,1.375,D,D,L,W,L,W,0.25,-0.0625,-0.4375,3.0
156,A,0.375,1.875,D,L,L,W,D,L,-0.9375,0.875,-0.375,14.0
157,D,1.4375,1.1875,L,W,W,D,D,W,0.0625,-0.3125,0.25,-7.0
158,A,1.625,0.8125,D,D,W,W,L,L,0.8125,-0.875,0.125,-10.0
159,H,2.0,0.9375,W,D,W,L,D,W,0.6875,-0.4375,0.5625,13.0
160,H,0.8823529411764706,0.7058823529411765,L,L,D,L,L,W,-0.4705882352941176,-0.7647058823529411,-0.1176470588235294,-15.0
161,A,1.3529411764705883,2.0588235294117645,D,D,D,W,W,D,0.4705882352941176,0.7058823529411765,-0.35294117647058826,-3.0
162,A,1.7058823529411764,0.8235294117647058,L,D,D,D,L,D,0.5294117647058824,-0.5882352941176471,0.17647058823529413,-16.0
163,D,0.9411764705882352,0.35294117647058826,W,W,L,L,D,L,-0.7647058823529411,-1.0,0.4117647058823529,-2.0
164,A,1.2352941176470589,1.5294117647058822,L,D,L,L,D,D,0.1176470588235294,0.7058823529411765,-0.1176470588235294,2.0
165,A,1.3529411764705883,1.5294117647058822,D,W,L,W,D,W,-0.05882352941176471,0.35294117647058826,0.0,-1.0
166,A,1.1764705882352942,0.9411764705882352,D,D,D,W,W,D,-0.29411764705882354,-0.6470588235294118,-0.1176470588235294,-7.0
167,D,0.8235294117647058,1.4117647058823528,L,L,L,D,D,D,-0.5294117647058824,0.2352941176470588,-0.17647058823529413,-4.0
168,H,1.4705882352941178,1.4117647058823528,W,W,W,D,L,W,0.1176470588235294,0.05882352941176471,0.1176470588235294,14.0
169,H,1.9411764705882355,1.8823529411764703,W,W,D,W,L,W,0.9411764705882352,0.8823529411764706,0.05882352941176471,1.0
170,D,0.3888888888888889,1.3888888888888888,D,L,D,D,D,D,-0.9444444444444444,0.2222222222222222,-0.1111111111111111,5.0
171,D,1.0555555555555556,1.6111111111111112,W,W,W,W,W,D,-0.5555555555555556,0.3888888888888889,0.05555555555555555,10.0
172,D,1.0,1.5555555555555556,W,L,L,W,W,W,-0.3333333333333333,0.2777777777777778,-0.2777777777777778,-19.0
173,H,1.3333333333333333,2.1111111111111107,L,D,L,W,W,W,-0.1111111111111111,0.7222222222222222,-0.3333333333333333,-8.0
174,H,1.7777777777777777,0.6666666666666666,L,W,L,L,L,L,0.7777777777777778,-0.8333333333333334,0.0,-14.0
175,A,0.9444444444444444,1.2777777777777777,D,W,W,L,D,D,-0.7222222222222222,0.3888888888888889,0.05555555555555555,4.0
176,H,1.1666666666666667,2.0,L,L,D,W,W,W,0.0,0.9444444444444444,-0.5,4.0
177,H,1.2777777777777777,1.6111111111111112,L,D,W,L,L,D,-0.1111111111111111,0.4444444444444444,0.1111111111111111,5.0
178,H,0.8333333333333334,1.1111111111111112,D,L,L,L,D,D,-0.5,-0.3333333333333333,-0.2222222222222222,-5.0
179,H,1.6111111111111112,0.9444444444444444,W,L,D,W,D,L,0.7777777777777778,-0.5,0.16666666666666666,-15.0
180,H,1.8947368421052633,1.0526315789473684,L,W,W,D,W,W,0.6842105263157895,-0.5263157894736842,-0.05263157894736842,-17.0
181,D,1.5789473684210529,0.9473684210526316,D,W,W,W,D,L,0.3684210526315789,-0.42105263157894735,0.3684210526315789,2.0
182,A,1.368421052631579,1.368421052631579,W,L,D,W,L,D,0.42105263157894735,0.0,-0.05263157894736842,2.0
183,D,1.5263157894736843,1.0,L,L,L,D,W,L,0.3157894736842105,-0.3157894736842105,-0.15789473684210525,3.0
184,H,0.8947368421052632,0.42105263157894735,L,W,D,D,D,L,-0.631578947368421,-0.8947368421052632,0.10526315789473684,3.0
185,A,1.5263157894736843,1.6842105263157894,D,W,W,W,W,L,0.2631578947368421,0.8947368421052632,0.2631578947368421,15.0
186,H,1.0526315789473684,0.8947368421052632,L,L,D,L,D,W,-0.3684210526315789,-0.7368421052631579,-0.21052631578947367,-2.0
187,H,1.368421052631579,1.263157894736842,D,D,D,W,L,L,0.21052631578947367,0.21052631578947367,0.05263157894736842,5.0
188,D,2.0,1.8421052631578947,L,W,W,W,L,W,0.631578947368421,0.8947368421052632,0.05263157894736842,12.0
189,A,0.631578947368421,1.4210526315789471,L,L,L,W,L,D,-0.9473684210526316,-0.05263157894736842,-0.21052631578947367,10.0
190,H,1.95,0.85,W,L,W,L,L,D,0.75,-0.75,0.25,-12.0
191,D,1.95,1.0,D,L,W,L,D,W,0.6,-0.6,0.0,-6.0
192,H,1.5,0.95,D,L,L,D,W,D,0.3,-0.4,-0.15,-4.0
193,H,1.0,1.2,W,L,W,L,W,L,-0.5,0.15,0.15,13.0
194,H,0.6,0.4,L,L,L,L,D,D,-0.95,-0.95,-0.15,-1.0
195,A,1.45,1.8,L,D,W,D,W,L,0.2,0.85,0.15,18.0
196,H,1.15,1.45,W,L,L,W,W,L,-0.3,0.05,-0.25,4.0
197,H,1.45,1.5,W,D,D,W,W,L,0.25,0.0,0.0,6.0
198,A,1.55,1.0,D,D,W,D,D,W,0.35,-0.3,0.2,9.0
199,D,1.3,1.75,L,W,L,W,W,W,0.35,0.9,-0.25,6.0
200,H,0.3809523809523809,1.4761904761904765,L,L,D,L,D,D,-1.0,0.19047619047619047,-0.2857142857142857,7.0
201,A,1.0,1.5238095238095235,D,L,D,W,W,D,-0.5714285714285714,0.3333333333333333,-0.047619047619047616,8.0
202,D,0.8095238095238095,1.5714285714285714,L,L,L,W,D,L,-0.7619047619047619,0.3333333333333333,0.0,11.0
203,D,1.0952380952380951,1.238095238095238,W,D,D,W,W,L,-0.14285714285714285,-0.2380952380952381,0.047619047619047616,-12.0
204,D,1.4285714285714286,2.0,L,W,W,W,W,L,-0.09523809523809523,0.7619047619047619,-0.2380952380952381,3.0
205,D,1.8571428571428568,1.2857142857142858,W,D,W,D,L,W,0.8571428571428571,0.3333333333333333,0.2380952380952381,-9.0
206,H,1.1428571428571428,1.380952380952381,L,L,W,L,L,D,0.09523809523809523,0.14285714285714285,-0.19047619047619047,-13.0
207,H,1.380952380952381,1.0952380952380951,L,W,W,W,W,L,0.0,-0.42857142857142855,-0.14285714285714285,-11.0
208,A,0.9047619047619048,0.7142857142857143,L,D,W,W,L,L,-0.42857142857142855,-0.8095238095238095,0.09523809523809523,-8.0
209,A,1.7142857142857142,1.9047619047619049,D,W,W,D,D,L,0.8571428571428571,0.5714285714285714,0.09523809523809523,-9.0
210,D,0.5,1.9545454545454544,W,L,L,W,D,D,-0.9090909090909092,0.5909090909090909,-0.13636363636363635,3.0
211,H,0.9545454545454546,1.0454545454545454,L,D,L,L,W,W,-0.6363636363636364,-0.5,-0.18181818181818185,0.0
212,D,1.0909090909090908,1.2727272727272727,D,W,D,D,D,L,-0.13636363636363635,0.3181818181818182,0.18181818181818185,-10.0
213,H,1.818181818181818,1.4090909090909092,D,W,D,L,L,D,0.8181818181818182,0.13636363636363635,0.13636363636363635,-8.0
214,H,0.8181818181818182,1.5909090909090908,D,L,L,W,W,W,-0.7272727272727273,0.4090909090909091,-0.4090909090909091,3.0
215,H,1.2272727272727273,1.2272727272727273,W,L,L,D,W,W,0.18181818181818185,-0.2272727272727273,-0.045454545454545456,-6.0
216,H,1.6363636363636365,0.8181818181818182,L,D,W,W,W,L,0.7727272727272727,-0.6818181818181818,0.18181818181818185,-11.0
217,A,1.4090909090909092,1.5454545454545454,D,L,W,D,W,D,-0.09090909090909093,0.3181818181818182,0.09090909090909093,2.0
218,D,1.4545454545454546,1.9545454545454544,W,L,W,D,W,W,0.09090909090909093,0.7272727272727273,-0.045454545454545456,6.0
219,H,0.8636363636363636,1.318181818181818,L,L,D,L,L,L,-0.5,0.045454545454545456,0.045454545454545456,-12.0
220,A,1.3478260869565215,1.6956521739130437,L,L,L,W,L,D,-0.043478260869565216,0.8695652173913043,-0.3478260869565217,5.0
221,H,1.9130434782608696,1.4347826086956519,D,W,D,D,W,L,0.5652173913043478,0.08695652173913042,-0.17391304347826084,5.0
222,A,1.608695652173913,1.3043478260869563,W,D,W,W,W,L,0.3478260869565217,0.3043478260869565,-0.043478260869565216,-3.0
223,A,1.0,1.3478260869565215,L,L,W,L,D,L,-0.6086956521739131,-0.13043478260869565,-0.043478260869565216,14.0
224,D,0.7826086956521741,1.0434782608695652,L,W,W,W,L,D,-0.7826086956521741,-0.4782608695652174,0.043478260869565216,-4.0
225,H,1.2608695652173914,0.9130434782608696,L,L,L,W,D,L,0.0,-0.6521739130434783,-0.13043478260869565,5.0
226,D,1.173913043478261,0.5217391304347826,L,D,W,D,W,L,-0.3478260869565217,-0.8695652173913043,0.08695652173913042,-4.0
227,D,1.5217391304347827,1.8695652173913044,L,W,W,W,D,W,0.3478260869565217,0.9565217391304348,-0.043478260869565216,10.0
228,A,1.9130434782608696,1.0869565217391304,D,D,W,D,D,W,0.6956521739130435,-0.13043478260869565,0.043478260869565216,2.0
229,A,1.2608695652173914,0.9565217391304348,D,D,D,W,L,L,0.3043478260869565,-0.43478260869565216,-0.043478260869565216,3.0
230,D,1.8333333333333333,1.375,L,D,D,W,W,W,0.625,0.3333333333333333,-0.04166666666666666,-4.0
231,A,1.2916666666666667,1.0416666666666667,L,L,L,D,W,L,-0.125,-0.4583333333333333,-0.16666666666666666,-10.0
232,H,1.9583333333333333,1.4166666666666667,W,D,W,W,L,D,0.6666666666666666,-0.08333333333333333,0.08333333333333333,8.0
233,H,1.5416666666666667,1.375,L,W,D,L,D,W,0.2916666666666667,-0.04166666666666666,0.04166666666666666,-5.0
234,A,0.9583333333333334,1.75,L,L,L,W,W,L,-0.625,0.9166666666666666,-0.16666666666666666,15.0
235,A,0.7916666666666666,1.8333333333333333,D,L,W,D,W,D,-0.75,0.9166666666666666,-0.08333333333333333,14.0
236,D,1.1666666666666667,1.0416666666666667,D,L,D,W,W,L,-0.3333333333333333,-0.375,0.04166666666666666,5.0
237,H,1.5,0.5416666666666666,D,L,W,D,D,W,0.3333333333333333,-0.8333333333333334,0.20833333333333331,-5.0
238,H,1.2083333333333333,0.875,L,D,D,L,W,D,0.25,-0.6666666666666666,-0.04166666666666666,-4.0
239,D,1.3333333333333333,1.1666666666666667,W,L,L,W,D,D,0.04166666666666666,-0.08333333333333333,-0.25,19.0
240,H,0.52,0.92,L,D,D,L,L,L,-0.88,-0.72,0.08,-3.0
241,D,1.36,0.76,L,W,L,L,D,L,-0.16,-0.76,-0.12,-10.0
242,A,1.88,2.0,W,D,W,W,W,D,0.92,0.72,0.0,-12.0
243,H,0.84,1.16,L,L,W,D,D,L,-0.76,-0.32,-0.08,2.0
244,H,1.36,1.56,D,W,W,W,D,L,0.32,0.4,0.0,-5.0
245,A,1.32,1.28,L,L,D,W,L,D,-0.16,0.36,-0.08,-2.0
246,D,1.04,1.24,D,W,W,L,L,L,-0.36,-0.16,0.28,-2.0
247,H,1.8,1.32,W,W,W,D,W,L,1.0,0.04,0.24,-15.0
248,A,1.12,1.8,W,D,W,D,L,D,-0.4,0.6,0.08,17.0
249,D,1.16,1.6,D,W,D,W,L,W,-0.08,0.4,-0.04,-3.0
250,A,1.0769230769230769,1.2692307692307692,L,W,D,L,L,L,-0.4615384615384616,-0.2692307692307692,0.1153846153846154,11.0
251,H,1.1538461538461535,0.9230769230769232,D,D,W,W,L,L,-0.07692307692307693,-0.6923076923076923,0.0,-14.0
252,A,1.2307692307692308,1.2692307692307692,D,L,L,L,D,W,-0.15384615384615385,0.0,-0.1153846153846154,-10.0
253,A,1.3461538461538465,1.1153846153846154,W,W,L,L,D,D,0.4615384615384616,-0.3461538461538461,0.19230769230769232,-2.0
254,D,0.8846153846153846,1.5,L,L,L,L,W,D,-0.7692307692307693,0.3461538461538461,-0.2692307692307692,8.0
255,H,0.7692307692307693,1.5769230769230769,D,L,D,D,W,L,-0.7307692307692307,0.38461538461538464,-0.1153846153846154,12.0
256,A,1.0384615384615383,1.4230769230769231,D,D,W,W,D,W,-0.3461538461538461,0.3461538461538461,-0.19230769230769232,1.0
257,H,1.8461538461538465,2.0384615384615383,W,D,L,W,W,W,0.6538461538461539,0.7692307692307693,-0.2692307692307692,-11.0
258,A,0.6153846153846154,1.3461538461538465,W,L,D,D,L,W,-0.7692307692307693,-0.15384615384615385,0.1153846153846154,11.0
259,A,1.807692307692308,1.8461538461538465,L,W,D,W,W,W,0.8076923076923077,1.0,-0.15384615384615385,-3.0
260,H,1.9629629629629632,0.8888888888888888,L,W,W,D,L,L,0.7037037037037037,-0.7407407407407407,0.3333333333333333,-6.0
261,A,1.4814814814814814,1.2222222222222223,W,W,D,W,D,D,0.3703703703703704,0.07407407407407407,0.14814814814814814,6.0
262,H,1.3333333333333333,0.5925925925925926,W,L,L,L,W,L,-0.1851851851851852,-0.9629629629629628,-0.037037037037037035,-8.0
263,D,1.3333333333333333,1.037037037037037,W,L,D,L,L,W,0.037037037037037035,-0.5185185185185185,0.0,0.0
264,H,1.1851851851851851,1.1851851851851851,W,L,D,L,D,L,-0.2962962962962963,-0.1851851851851852,0.14814814814814814,3.0
265,H,1.4814814814814814,0.8518518518518519,D,L,W,W,D,L,0.3333333333333333,-0.6666666666666666,0.0,-4.0
266,H,1.8888888888888888,1.0,W,W,W,L,D,D,1.0,-0.3703703703703704,0.25925925925925924,-3.0
267,H,1.5185185185185186,1.8888888888888888,L,D,W,W,W,D,0.3333333333333333,0.6666666666666666,-0.037037037037037035,1.0
268,A,0.5925925925925926,1.2962962962962965,L,W,L,L,W,W,-0.9629629629629628,0.4074074074074074,-0.07407407407407407,6.0
269,H,1.037037037037037,1.4814814814814814,L,L,W,W,W,D,-0.5185185185185185,0.3703703703703704,-0.2222222222222222,13.0
270,D,2.0,1.25,W,L,W,W,W,L,0.7142857142857143,-0.25,0.14285714285714285,1.0
271,A,0.8571428571428571,1.2857142857142858,L,D,L,W,W,D,-0.75,0.10714285714285714,-0.35714285714285715,19.0
272,D,0.8214285714285714,1.1428571428571428,L,W,D,L,L,D,-0.6785714285714286,-0.21428571428571427,0.14285714285714285,6.0
