,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
967,D,0.8571428571428571,2.761904761904762,L,D,W,W,W,W,-0.6666666666666666,2.333333333333333,-0.3333333333333333,11.0
968,D,0.7142857142857143,1.761904761904762,D,L,L,W,D,W,-0.6190476190476191,0.5714285714285714,-0.3333333333333333,5.0
969,D,1.0,0.8095238095238095,L,W,D,D,L,L,-0.4761904761904762,-0.6190476190476191,0.09523809523809523,11.0
970,A,1.5454545454545454,1.8636363636363635,D,D,L,W,W,D,0.045454545454545456,1.0909090909090908,-0.2272727272727273,12.0
971,A,1.2272727272727273,2.0,L,D,D,D,D,D,-0.3181818181818182,1.2272727272727273,-0.045454545454545456,1.0
972,H,1.2272727272727273,1.0909090909090908,L,L,D,D,D,D,-0.045454545454545456,-0.6363636363636364,-0.09090909090909093,-8.0
973,A,0.9090909090909092,0.8636363636363636,L,D,W,D,L,W,-1.0454545454545454,-0.5,0.0,-7.0
974,H,2.6818181818181817,1.1363636363636365,D,W,W,L,W,L,2.227272727272727,-0.3181818181818182,0.4545454545454545,-14.0
975,A,0.9090909090909092,0.8636363636363636,D,L,D,D,L,D,-0.4545454545454545,-0.6363636363636364,-0.2727272727272727,-6.0
976,A,0.7272727272727273,1.818181818181818,W,L,D,W,W,W,-0.8636363636363636,0.9545454545454546,-0.3636363636363637,13.0
977,H,0.9545454545454546,0.7272727272727273,W,D,L,D,D,L,-0.6818181818181818,-0.5909090909090909,0.2272727272727273,1.0
978,D,1.7272727272727273,2.0454545454545454,D,W,D,W,W,D,0.5454545454545454,1.1363636363636365,-0.18181818181818185,4.0
979,D,1.818181818181818,0.9545454545454546,W,W,W,W,D,L,0.9545454545454546,-0.6818181818181818,0.18181818181818185,-9.0
980,D,2.0,1.3043478260869563,D,W,W,W,L,L,1.0869565217391304,0.08695652173913042,0.3043478260869565,-11.0
981,H,0.9565217391304348,1.4782608695652173,W,D,L,L,D,D,-0.5652173913043478,0.0,0.21739130434782608,-2.0
982,A,1.0434782608695652,0.9565217391304348,L,D,D,D,W,D,-0.7391304347826086,-0.6521739130434783,-0.08695652173913042,9.0
983,D,0.9565217391304348,0.6956521739130435,W,D,L,L,W,L,-0.43478260869565216,-0.9130434782608696,0.13043478260869565,5.0
984,H,1.7826086956521738,1.173913043478261,D,W,W,L,L,D,0.9130434782608696,-0.39130434782608703,0.21739130434782608,-5.0
985,D,1.0869565217391304,0.8695652173913043,L,L,W,L,D,L,-0.39130434782608703,-0.4782608695652174,0.043478260869565216,9.0
986,H,0.6956521739130435,1.0,L,D,D,D,D,L,-0.6086956521739131,-0.43478260869565216,-0.17391304347826084,-10.0
987,H,0.9130434782608696,1.6956521739130437,D,W,D,D,D,W,-0.5217391304347826,0.5217391304347826,-0.17391304347826084,4.0
988,H,1.9130434782608696,2.6956521739130435,W,W,W,W,D,W,1.0869565217391304,2.217391304347826,0.0,1.0
989,H,2.0434782608695654,0.8695652173913043,W,D,D,L,L,D,1.2608695652173914,-1.0434782608695652,0.21739130434782608,-7.0
990,H,1.625,1.0416666666666667,L,D,D,W,W,D,0.4583333333333333,-0.5,-0.08333333333333333,-9.0
991,A,0.9583333333333334,1.9583333333333333,L,D,D,D,D,W,-0.5,1.0416666666666667,-0.16666666666666666,19.0
992,A,1.4166666666666667,2.083333333333333,L,L,D,W,W,D,-0.04166666666666666,1.3333333333333333,-0.2916666666666667,10.0
993,D,1.125,0.7916666666666666,L,L,L,W,L,D,-0.5416666666666666,-0.5,-0.125,-3.0
994,H,1.2916666666666667,1.0833333333333333,D,W,L,D,L,L,0.08333333333333333,-0.375,0.04166666666666666,-5.0
995,H,2.583333333333333,0.9583333333333334,L,W,D,D,W,D,2.083333333333333,-0.4166666666666667,0.08333333333333333,-17.0
996,H,0.8333333333333334,1.0,L,L,L,L,L,D,-1.125,-0.8333333333333334,0.04166666666666666,-7.0
997,D,1.0416666666666667,1.0,W,D,W,W,D,W,-0.5,-0.4583333333333333,0.0,2.0
998,D,0.875,1.8333333333333333,D,L,D,W,D,W,-0.4583333333333333,1.0416666666666667,-0.4166666666666667,6.0
999,H,0.7083333333333334,1.9583333333333333,D,L,W,W,W,W,-0.875,1.0833333333333333,-0.3333333333333333,11.0
1000,A,0.96,1.88,L,L,L,L,W,W,-0.88,1.0,-0.4,16.0
1001,H,0.8,1.68,W,D,L,W,L,D,-0.8,0.56,-0.04,10.0
1002,D,1.04,1.0,D,W,D,L,W,W,-0.48,-0.6,0.08,-3.0
1003,A,2.0,1.0,W,D,D,D,W,D,1.16,-0.44,0.08,-8.0
1004,H,1.12,1.36,D,L,L,W,D,W,-0.52,0.16,-0.2,-5.0
1005,H,2.6,0.8,W,L,W,D,W,L,2.08,-0.48,0.16,-7.0
1006,D,0.92,1.36,L,D,W,L,L,L,-0.48,-0.08,0.12,4.0
1007,D,0.88,0.92,D,D,L,L,L,D,-0.44,-0.64,0.04,-12.0
1008,D,0.92,1.04,W,L,L,L,D,L,-1.0,-0.44,0.0,-4.0
1009,H,1.8,2.12,D,W,D,W,W,W,1.0,1.32,0.0,-4.0
1010,H,1.6153846153846154,1.1923076923076923,L,W,L,W,D,L,0.4615384615384616,-0.4615384615384616,0.038461538461538464,-2.0
1011,H,1.0769230769230769,0.9230769230769232,W,D,W,D,W,L,-0.3076923076923077,-0.9615384615384616,0.2692307692307692,-4.0
1012,H,0.9230769230769232,1.0384615384615383,D,L,L,D,D,W,-0.6153846153846154,-0.4615384615384616,-0.2307692307692308,9.0
1013,D,1.3461538461538465,2.6153846153846154,D,L,L,W,W,L,-0.07692307692307693,2.1153846153846154,-0.3076923076923077,13.0
1014,D,1.3076923076923077,0.8846153846153846,L,W,D,W,W,D,0.1153846153846154,-0.6923076923076923,-0.1153846153846154,-3.0
1015,H,2.0384615384615383,0.9230769230769232,L,W,W,L,L,L,1.1923076923076923,-0.9615384615384616,0.3461538461538461,-14.0
1016,A,0.7692307692307693,0.8846153846153846,L,D,W,D,D,D,-0.5769230769230769,-0.4230769230769231,0.038461538461538464,2.0
1017,D,1.0,0.9230769230769232,D,L,W,D,L,D,-0.5769230769230769,-0.4615384615384616,0.07692307692307693,-6.0
1018,D,1.9230769230769231,1.8461538461538465,W,L,W,W,D,W,1.0769230769230769,1.0384615384615383,0.038461538461538464,2.0
1019,H,1.0384615384615383,1.9230769230769231,D,L,D,L,W,D,-0.4230769230769231,1.0,-0.2307692307692308,16.0
1020,H,1.148148148148148,1.0,L,W,D,D,D,L,-0.5925925925925926,-0.5555555555555556,-0.14814814814814814,-7.0
1021,H,2.555555555555556,1.2962962962962965,D,W,W,D,L,W,2.0370370370370368,0.1111111111111111,0.07407407407407407,-9.0
1022,D,0.8888888888888888,1.0,L,D,W,W,D,L,-0.9629629629629628,-0.5185185185185185,-0.037037037037037035,-7.0
1023,H,0.8888888888888888,1.3333333333333333,D,W,W,D,D,L,-0.6666666666666666,-0.07407407407407407,0.2222222222222222,-1.0
1024,H,1.8148148148148149,1.6666666666666667,D,W,D,W,L,W,1.0,0.5925925925925926,0.07407407407407407,-3.0
1025,H,1.0,1.1111111111111112,L,D,D,W,D,L,-0.5185185185185185,-0.2962962962962963,0.037037037037037035,-6.0
1026,H,0.8888888888888888,1.148148148148148,L,L,L,W,W,D,-1.0,-0.25925925925925924,-0.4074074074074074,11.0
1027,H,0.925925925925926,2.074074074074074,D,D,L,W,L,W,-0.4444444444444444,1.2222222222222223,-0.2222222222222222,14.0
1028,A,0.9629629629629628,1.8888888888888888,W,D,D,D,W,L,-0.3703703703703704,1.037037037037037,-0.14814814814814814,4.0
1029,H,1.851851851851852,0.7407407407407407,L,L,W,L,L,D,0.8518518518518519,-0.5925925925925926,0.037037037037037035,-9.0
1030,D,1.1071428571428572,1.0,L,W,W,W,D,D,-0.35714285714285715,-0.3928571428571429,0.14285714285714285,-11.0
1031,H,1.0,0.9642857142857144,D,W,D,W,D,W,-0.5,-0.6071428571428571,-0.21428571428571427,5.0
1032,D,1.2857142857142858,0.9285714285714286,L,D,D,L,W,D,-0.10714285714285714,-0.42857142857142855,-0.14285714285714285,8.0
1033,D,1.25,0.8928571428571429,L,D,L,D,L,D,-0.03571428571428571,-0.9285714285714286,0.0,-1.0
1034,H,1.9285714285714288,1.0714285714285714,W,D,W,W,L,D,1.0714285714285714,-0.42857142857142855,0.07142857142857142,-7.0
1035,H,1.0714285714285714,1.2142857142857142,L,W,D,W,L,W,-0.35714285714285715,-0.5,-0.07142857142857142,10.0
1036,A,0.7142857142857143,0.9642857142857144,L,L,L,W,L,L,-0.6785714285714286,-0.8571428571428571,0.03571428571428571,-10.0
1037,A,0.9642857142857144,1.8571428571428568,L,D,D,W,D,W,-0.6071428571428571,1.0,-0.21428571428571427,12.0
1038,H,2.0,1.8928571428571428,L,W,L,W,L,L,1.1428571428571428,0.9285714285714286,0.07142857142857142,5.0
1039,A,1.6071428571428572,2.571428571428572,L,W,L,W,D,W,0.5357142857142857,2.107142857142857,-0.14285714285714285,2.0
1040,H,1.2758620689655171,1.1724137931034482,D,L,D,L,W,L,-0.10344827586206896,-0.5172413793103449,-0.13793103448275862,9.0
1041,D,1.2413793103448276,1.1034482758620692,D,L,D,D,L,W,-0.03448275862068965,-0.3448275862068966,-0.10344827586206896,3.0
1042,H,1.9655172413793105,1.0,W,W,D,D,W,D,1.137931034482759,-0.3793103448275862,0.13793103448275862,-16.0
1043,D,0.9310344827586208,0.8965517241379308,D,L,W,D,D,L,-0.4137931034482759,-0.8965517241379308,0.0,-5.0
1044,H,0.9310344827586208,1.0344827586206895,L,W,D,L,W,L,-0.6896551724137931,-0.5172413793103449,0.1724137931034483,4.0
1045,H,1.8965517241379308,1.0344827586206895,W,W,D,W,W,L,1.0,-0.7931034482758621,0.1724137931034483,-18.0
1046,H,1.137931034482759,0.6896551724137931,W,L,W,L,L,L,-0.3103448275862069,-0.6896551724137931,0.20689655172413796,7.0
1047,H,1.0689655172413792,1.5517241379310345,W,D,W,L,L,W,-0.3793103448275862,0.4137931034482759,0.06896551724137931,15.0
1048,H,2.586206896551724,1.827586206896552,W,W,D,L,W,L,2.1379310344827585,0.8620689655172413,0.2413793103448276,2.0
1049,A,0.9310344827586208,2.034482758620689,L,L,D,W,L,W,-0.6206896551724138,1.137931034482759,-0.2413793103448276,8.0
1050,H,1.7666666666666666,0.9,L,L,W,L,L,L,0.8,-0.6333333333333333,0.03333333333333333,-13.0
1051,H,1.1333333333333333,1.1333333333333333,L,L,W,W,W,D,-0.5333333333333333,-0.3333333333333333,-0.16666666666666666,-13.0
1052,D,1.0,1.0,L,W,W,W,L,W,-0.8333333333333334,-0.5666666666666667,-0.13333333333333333,5.0
1053,H,2.066666666666667,2.0,W,W,L,W,W,W,1.1333333333333333,1.1666666666666667,-0.13333333333333333,2.0
1054,H,0.9666666666666668,0.9333333333333332,L,D,W,D,D,L,-0.43333333333333335,-0.4,0.0,12.0
1055,A,0.6666666666666666,1.2333333333333334,L,L,L,D,D,L,-0.7,-0.03333333333333333,-0.1,-2.0
1056,A,1.0,1.3333333333333333,L,L,W,W,D,L,-0.6,-0.06666666666666668,-0.06666666666666668,-5.0
1057,H,1.5,1.2,L,L,L,W,W,L,0.36666666666666653,-0.26666666666666666,-0.2333333333333333,-12.0
1058,A,1.1,1.9333333333333331,D,D,L,W,W,W,-0.3333333333333333,1.0333333333333334,-0.16666666666666666,7.0
1059,A,0.9,2.6,D,D,D,W,W,W,-0.8666666666666667,2.1,-0.3,10.0
1060,H,1.064516129032258,0.6451612903225806,L,D,D,L,L,L,-0.41935483870967744,-0.7741935483870968,0.16129032258064516,-1.0
1061,A,1.0,0.8709677419354839,D,L,W,L,L,L,-0.8064516129032258,-0.6451612903225806,0.1935483870967742,6.0
1062,H,1.935483870967742,1.1612903225806452,L,W,W,L,W,W,1.0967741935483872,-0.3548387096774194,0.03225806451612903,-13.0
1063,A,0.8709677419354839,1.1935483870967742,L,D,D,W,L,L,-0.9032258064516128,-0.4516129032258064,-0.0967741935483871,6.0
1064,A,1.0967741935483872,1.2903225806451613,L,W,W,W,D,D,-0.3870967741935484,0.06451612903225806,0.12903225806451613,8.0
1065,A,0.8709677419354839,1.935483870967742,L,L,L,L,W,W,-0.6451612903225806,1.0967741935483872,-0.2903225806451613,10.0
1066,A,1.1935483870967742,2.6129032258064515,W,L,L,W,W,W,-0.4516129032258064,2.096774193548387,-0.2258064516129032,4.0
1067,H,2.096774193548387,1.0,W,W,W,D,W,L,1.1290322580645162,-0.5483870967741935,0.12903225806451613,-9.0
1068,H,1.032258064516129,1.0,W,L,D,D,L,W,-0.3225806451612903,-0.8064516129032258,0.03225806451612903,0.0
1069,D,1.1612903225806452,1.064516129032258,L,W,W,L,D,D,-0.3548387096774194,-0.41935483870967744,0.12903225806451613,8.0
1070,A,0.625,1.4375,L,L,L,W,W,W,-0.78125,0.0625,-0.3125,-6.0
1071,H,1.03125,0.875,W,L,L,L,L,D,-0.5625,-0.5625,0.125,3.0
1072,H,1.59375,0.84375,W,W,L,L,L,D,0.53125,-0.90625,0.09375,-8.0
1073,A,1.75,2.0,L,W,L,W,W,W,0.71875,1.125,-0.28125,-1.0
1074,D,1.125,0.9375,W,L,D,W,L,L,-0.375,-0.5625,0.0625,-5.0
1075,D,1.0625,0.96875,L,L,W,L,D,L,-0.4375,-0.84375,0.0,0.0
1076,D,1.25,1.96875,W,W,L,W,L,W,-0.40625,1.21875,-0.09375,3.0
1077,A,1.34375,1.09375,W,W,D,W,W,L,0.125,-0.28125,-0.0625,-8.0
1078,A,2.625,2.125,W,W,W,W,W,W,2.09375,1.15625,0.09375,-3.0
1079,A,0.84375,2.0,L,L,D,W,W,W,-0.90625,1.125,-0.375,11.0
1080,A,1.1212121212121209,1.4848484848484849,D,L,L,W,W,W,-0.4848484848484849,0.09090909090909093,-0.18181818181818185,1.0
1081,D,0.6060606060606061,0.9696969696969696,L,L,L,D,L,D,-0.7878787878787878,-0.5757575757575758,-0.15151515151515152,-5.0
1082,H,1.6363636363636365,0.8484848484848485,W,W,W,L,L,L,0.5454545454545454,-0.5757575757575758,0.21212121212121213,-3.0
1083,D,1.7272727272727273,1.0303030303030305,D,L,W,D,W,L,0.696969696969697,-0.5454545454545454,0.0,-10.0
1084,H,1.4848484848484849,1.303030303030303,W,W,W,L,W,W,0.09090909090909093,0.09090909090909093,0.15151515151515152,4.0
1085,H,0.9090909090909092,1.0606060606060606,L,W,L,D,L,L,-0.5757575757575758,-0.42424242424242425,-0.12121212121212123,-6.0
1086,H,0.9393939393939394,1.1212121212121209,L,L,D,D,L,L,-0.8484848484848485,-0.4848484848484849,-0.09090909090909093,3.0
1087,H,2.0,1.1212121212121209,W,W,L,D,W,L,1.2121212121212122,-0.3636363636363637,0.18181818181818185,-5.0
1088,A,0.8484848484848485,1.7272727272727273,L,L,L,D,L,W,-0.5757575757575758,0.696969696969697,-0.060606060606060615,7.0
1089,D,0.9696969696969696,1.2121212121212122,D,L,D,L,W,W,-0.5757575757575758,-0.4545454545454545,-0.030303030303030307,8.0
1090,A,1.9705882352941175,2.5588235294117645,L,W,W,W,L,W,1.0294117647058822,2.0,0.0,-1.0
1091,A,2.088235294117647,0.6176470588235294,L,W,W,D,L,L,1.088235294117647,-0.7647058823529411,0.3235294117647059,-4.0
1092,H,1.2058823529411764,1.5882352941176472,W,W,W,L,W,W,-0.2058823529411765,0.5,0.08823529411764706,15.0
1093,D,1.0294117647058822,0.7941176470588235,D,D,W,L,L,L,-0.5294117647058824,-0.9705882352941176,0.1176470588235294,-2.0
1094,D,1.0294117647058822,1.9705882352941175,L,D,L,L,W,W,-0.4411764705882353,1.0294117647058822,-0.2352941176470588,18.0
1095,A,1.1176470588235294,2.088235294117647,D,D,W,L,W,W,-0.35294117647058826,1.088235294117647,-0.17647058823529413,3.0
1096,A,1.5294117647058822,1.7647058823529411,W,W,W,W,D,L,0.1176470588235294,0.7058823529411765,0.2352941176470588,15.0
1097,D,1.2647058823529411,0.8235294117647058,L,L,W,L,L,L,0.05882352941176471,-0.5882352941176471,0.17647058823529413,4.0
1098,D,1.088235294117647,0.9117647058823528,L,D,L,D,L,W,-0.5,-0.5588235294117647,0.0,3.0
1099,D,0.6176470588235294,1.9705882352941175,D,L,L,D,W,W,-0.7647058823529411,1.1764705882352942,-0.2647058823529412,6.0
1100,H,1.6285714285714286,1.0,W,L,W,L,D,D,0.5714285714285714,-0.6,0.2,-6.0
1101,H,2.571428571428572,0.9428571428571428,W,W,L,L,D,D,2.085714285714286,-0.6857142857142857,0.2571428571428571,-12.0
1102,D,0.8,1.4857142857142858,D,L,L,L,W,W,-0.9428571428571428,0.08571428571428573,-0.3142857142857143,-3.0
1103,H,1.2,1.1714285714285717,D,D,L,L,W,W,-0.42857142857142855,-0.22857142857142854,-0.11428571428571427,-13.0
1104,D,1.4857142857142858,1.0285714285714285,L,W,W,D,L,D,0.08571428571428573,-0.42857142857142855,0.2857142857142857,-4.0
1105,H,0.9714285714285714,1.2571428571428571,W,D,L,D,L,L,-0.5142857142857142,0.057142857142857134,0.0,2.0
1106,A,1.0,1.2,W,D,L,D,D,L,-0.7714285714285715,-0.42857142857142855,-0.08571428571428573,13.0
1107,D,2.0,0.8,W,D,W,D,L,L,1.2285714285714286,-0.9428571428571428,0.2571428571428571,-9.0
1108,A,1.1714285714285717,0.6857142857142857,L,W,W,W,D,L,-0.22857142857142854,-0.7142857142857143,0.22857142857142854,10.0
1109,H,0.8285714285714286,1.0857142857142856,D,L,L,L,D,D,-0.5714285714285714,-0.42857142857142855,-0.11428571428571427,-1.0
1110,A,0.9166666666666666,1.8333333333333333,L,L,D,W,W,W,-0.6944444444444444,0.7222222222222222,-0.2222222222222222,14.0
1111,H,2.1388888888888893,1.5833333333333333,W,W,L,L,W,L,1.1111111111111112,0.5277777777777778,0.08333333333333333,1.0
1112,A,0.9722222222222222,2.583333333333333,L,L,D,W,W,W,-0.6666666666666666,2.1111111111111107,-0.19444444444444445,8.0
1113,H,1.9722222222222223,1.0555555555555556,W,D,L,D,L,L,1.0277777777777777,-0.5,0.2222222222222222,-15.0
1114,H,1.0277777777777777,2.1388888888888893,D,D,L,W,W,L,-0.4166666666666667,1.1111111111111112,-0.25,14.0
1115,H,1.0555555555555556,0.9166666666666666,L,L,D,L,L,D,-0.4722222222222222,-0.6944444444444444,0.08333333333333333,-6.0
1116,D,1.25,0.8888888888888888,W,D,D,W,D,L,-0.3888888888888889,-0.5277777777777778,0.1111111111111111,-1.0
1117,A,1.2222222222222223,0.9722222222222222,L,D,L,L,L,D,-0.08333333333333333,-0.6666666666666666,-0.027777777777777776,1.0
1118,A,0.8055555555555556,0.9722222222222222,D,D,L,D,W,D,-0.9166666666666666,-0.5,-0.16666666666666666,-1.0
1119,H,1.0555555555555556,1.1388888888888888,D,L,L,L,L,W,-0.5,-0.25,-0.19444444444444445,-3.0
1120,H,0.7567567567567568,1.9189189189189189,W,D,W,L,W,D,-0.6486486486486487,0.972972972972973,0.027027027027027032,8.0
1121,H,1.6216216216216215,1.4594594594594594,W,L,W,D,D,L,0.6486486486486487,0.08108108108108109,0.027027027027027032,-11.0
1122,H,1.864864864864865,1.945945945945946,W,W,W,D,D,W,0.7297297297297297,1.162162162162162,0.10810810810810813,-3.0
1123,D,2.5405405405405403,0.972972972972973,D,W,W,D,L,W,2.054054054054054,-0.7837837837837838,0.13513513513513514,-17.0
1124,A,0.8918918918918919,0.8918918918918919,L,L,L,D,W,D,-0.7027027027027027,-0.5135135135135135,-0.08108108108108109,7.0
1125,D,1.864864864864865,0.972972972972973,W,W,W,D,L,W,0.7297297297297297,-0.7837837837837838,0.21621621621621626,-19.0
1126,H,1.1891891891891893,1.6216216216216215,L,L,D,W,L,W,-0.13513513513513514,0.6486486486486487,-0.21621621621621626,7.0
1127,H,2.5405405405405403,1.0810810810810811,D,W,W,W,D,D,2.054054054054054,-0.3783783783783784,0.10810810810810813,-17.0
1128,H,1.9189189189189189,1.108108108108108,L,W,D,L,L,L,0.972972972972973,-0.2702702702702703,0.027027027027027032,-18.0
1129,D,1.027027027027027,2.081081081081081,W,L,L,L,W,W,-0.5945945945945946,1.054054054054054,-0.10810810810810813,5.0
1130,A,1.4210526315789471,1.0789473684210529,L,D,D,W,L,L,-0.05263157894736842,-0.4473684210526316,0.02631578947368421,7.0
1131,H,1.0789473684210529,0.8157894736842105,W,W,D,W,W,D,-0.3157894736842105,-0.6052631578947368,0.0,4.0
1132,A,0.9736842105263158,1.5789473684210529,D,D,L,L,W,L,-0.7631578947368421,0.5789473684210527,0.0,15.0
1133,H,1.8947368421052633,1.0526315789473684,L,D,D,L,W,D,1.1052631578947372,-0.42105263157894735,0.02631578947368421,-16.0
1134,H,2.0526315789473686,1.0789473684210529,D,L,W,W,L,D,1.0263157894736843,-0.5,0.07894736842105263,-11.0
1135,H,1.0789473684210529,1.8421052631578947,L,L,L,D,W,W,-0.2894736842105263,0.7105263157894737,-0.2631578947368421,19.0
1136,A,0.9473684210526316,2.5526315789473686,W,D,W,W,D,W,-0.4736842105263158,2.0526315789473686,-0.13157894736842105,5.0
1137,A,0.8684210526315791,0.7894736842105263,L,L,L,L,D,D,-0.7105263157894737,-0.8947368421052632,-0.05263157894736842,2.0
1138,H,1.947368421052632,1.236842105263158,W,L,W,W,L,L,0.9736842105263158,-0.07894736842105263,0.07894736842105263,-10.0
1139,H,1.0263157894736843,1.2894736842105263,D,W,L,D,W,W,-0.5789473684210527,-0.3157894736842105,-0.10526315789473684,4.0
