,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
1606,D,0.7777777777777778,0.5555555555555556,W,L,D,D,L,D,-0.5555555555555556,-0.7777777777777778,0.1111111111111111,0.0
1607,D,1.2222222222222223,1.3333333333333333,L,W,D,D,W,W,-0.6666666666666666,0.3333333333333333,-0.5555555555555556,2.0
1608,H,1.2222222222222223,1.4444444444444444,W,D,L,W,L,D,0.1111111111111111,0.2222222222222222,-0.1111111111111111,-2.0
1609,H,1.2222222222222223,0.8888888888888888,D,D,D,L,W,D,0.1111111111111111,-0.5555555555555556,0.3333333333333333,-3.0
1610,H,2.0,0.6,L,W,W,L,D,L,0.6,-1.1,0.4,-13.0
1611,H,0.5,0.8,L,W,D,D,W,L,-0.7,-0.5,-0.1,0.0
1612,H,1.6,1.2,W,W,L,D,L,W,0.8,-0.6,0.3,-3.0
1613,A,0.6,1.9,D,D,L,W,L,W,-0.7,0.3,-0.8,3.0
1614,A,1.3,1.5,L,W,L,W,L,D,0.1,0.3,-0.1,7.0
1615,H,1.4,2.5,D,D,W,W,W,W,0.2,2.1,-0.4,2.0
1616,D,1.4,1.2,W,D,L,D,W,D,0.4,0.1,0.2,-2.0
1617,H,1.3,1.1,D,D,W,W,D,L,0.3,0.2,0.4,-11.0
1618,D,0.5,0.8,L,D,L,D,D,D,-0.6,-0.2,-0.2,2.0
1619,D,2.5,0.5,W,W,W,L,D,L,2.1,-0.6,1.1,-11.0
1620,A,0.8181818181818182,0.7272727272727273,D,D,D,W,L,W,-0.18181818181818185,-0.3636363636363637,-0.18181818181818185,-10.0
1621,D,0.5454545454545454,1.5454545454545454,L,L,D,D,W,W,-1.3636363636363635,0.7272727272727273,-0.5454545454545454,11.0
1622,A,1.0909090909090908,1.3636363636363635,L,D,L,D,W,D,-0.7272727272727273,0.3636363636363637,0.0,-4.0
1623,D,2.0,1.2727272727272727,W,W,L,W,L,D,0.3636363636363637,0.09090909090909093,0.5454545454545454,11.0
1624,H,0.7272727272727273,1.181818181818182,L,L,L,L,L,W,-0.8181818181818182,0.0,0.0,-6.0
1625,H,1.3636363636363635,1.5454545454545454,W,D,W,W,D,D,0.2727272727272727,0.3636363636363637,-0.2727272727272727,10.0
1626,A,0.7272727272727273,2.090909090909091,L,D,W,W,L,W,-0.7272727272727273,0.9090909090909092,-0.4545454545454545,18.0
1627,H,1.6363636363636365,1.4545454545454546,W,W,L,W,D,D,0.3636363636363637,0.3636363636363637,-0.2727272727272727,3.0
1628,D,1.0,0.5454545454545454,L,W,D,L,D,D,0.09090909090909093,-0.7272727272727273,0.3636363636363637,-4.0
1629,H,1.2727272727272727,1.3636363636363635,W,L,D,W,D,W,0.09090909090909093,0.2727272727272727,-0.18181818181818185,-7.0
1630,H,2.1666666666666665,1.9166666666666667,W,W,L,D,W,W,1.0833333333333333,0.3333333333333333,0.16666666666666666,-15.0
1631,D,0.9166666666666666,2.1666666666666665,W,W,L,D,L,W,-0.25,1.5833333333333333,0.0,19.0
1632,A,1.4166666666666667,0.75,L,D,W,L,D,D,0.5833333333333334,-0.25,0.25,-6.0
1633,D,0.5833333333333334,0.5833333333333334,D,L,D,D,L,L,-0.6666666666666666,-1.25,0.08333333333333333,5.0
1634,D,0.5833333333333334,0.6666666666666666,D,D,L,L,L,D,-0.5,-0.9166666666666666,-0.08333333333333333,-8.0
1635,A,1.0833333333333333,1.0,L,L,L,L,L,D,-0.16666666666666666,-0.75,-0.08333333333333333,8.0
1636,D,1.4166666666666667,1.0,L,W,D,D,L,W,0.16666666666666666,0.08333333333333333,0.25,-13.0
1637,D,1.5,1.75,W,D,W,W,W,W,0.4166666666666667,0.4166666666666667,-0.16666666666666666,3.0
1638,A,1.3333333333333333,0.9166666666666666,L,W,D,W,L,L,0.25,-0.5833333333333334,0.16666666666666666,-4.0
1639,A,0.75,1.9166666666666667,L,D,D,D,W,W,-0.25,0.3333333333333333,-0.5,-7.0
1640,A,1.6923076923076923,1.3846153846153846,D,W,W,W,D,W,0.38461538461538464,0.3076923076923077,0.15384615384615385,2.0
1641,H,1.1538461538461535,0.6153846153846154,W,L,L,D,D,L,-0.6153846153846154,-0.6153846153846154,0.0,-13.0
1642,A,1.0769230769230769,2.230769230769231,W,W,L,W,W,W,-0.3076923076923077,1.0769230769230769,-0.4615384615384616,7.0
1643,H,1.5384615384615383,0.9230769230769232,W,L,D,D,W,W,0.6153846153846154,-0.2307692307692308,0.0,-16.0
1644,D,1.0,0.6153846153846154,D,D,L,D,D,L,0.07692307692307693,-1.1538461538461535,0.2307692307692308,1.0
1645,H,0.6153846153846154,1.1538461538461535,D,D,D,L,L,W,-0.4615384615384616,-0.07692307692307693,-0.2307692307692308,-1.0
1646,A,1.0,2.0769230769230766,L,L,L,D,D,L,-0.2307692307692308,1.4615384615384617,-0.38461538461538464,14.0
1647,A,1.2307692307692308,1.3846153846153846,L,L,W,D,L,W,0.0,0.15384615384615385,-0.07692307692307693,2.0
1648,A,0.6923076923076923,1.4615384615384617,D,L,L,D,W,D,-0.8461538461538461,0.38461538461538464,-0.3076923076923077,9.0
1649,D,2.0769230769230766,0.6923076923076923,D,D,L,D,L,L,1.4615384615384617,-0.8461538461538461,0.2307692307692308,-19.0
1650,D,2.2857142857142856,1.5714285714285714,W,W,W,L,D,W,1.2142857142857142,0.2857142857142857,0.14285714285714285,-6.0
1651,A,0.8571428571428571,1.1428571428571428,L,D,W,L,L,L,-0.2857142857142857,-0.14285714285714285,0.21428571428571427,15.0
1652,H,1.8571428571428568,1.0,W,L,D,L,W,W,0.2857142857142857,-0.5,0.2857142857142857,8.0
1653,H,1.5,1.2857142857142858,W,D,L,W,W,L,0.2857142857142857,-0.2857142857142857,0.07142857142857142,-4.0
1654,H,1.5714285714285714,1.4285714285714286,W,D,W,L,W,L,0.42857142857142855,0.42857142857142855,0.2857142857142857,7.0
1655,H,0.5714285714285714,0.7857142857142857,L,D,D,W,D,D,-0.8571428571428571,-0.35714285714285715,-0.21428571428571427,8.0
1656,A,1.0714285714285714,1.0,L,L,L,D,D,D,-0.21428571428571427,0.07142857142857142,-0.14285714285714285,-3.0
1657,D,0.6428571428571429,0.8571428571428571,D,D,D,L,W,L,-1.0714285714285714,-0.21428571428571427,-0.14285714285714285,5.0
1658,H,1.5,0.9285714285714286,W,W,D,L,L,L,0.35714285714285715,-0.2857142857142857,0.7142857142857143,-9.0
1659,D,0.8571428571428571,0.5714285714285714,L,W,L,L,D,D,-0.21428571428571427,-0.8571428571428571,0.14285714285714285,-10.0
1660,A,1.5333333333333334,1.2,D,L,D,W,L,L,0.26666666666666666,-0.13333333333333333,0.13333333333333333,-5.0
1661,A,1.2,2.2,L,W,W,D,W,W,-0.4,1.1333333333333333,-0.4666666666666667,5.0
1662,A,0.9333333333333332,0.6666666666666666,L,L,W,D,D,D,-0.5333333333333333,-1.0,0.13333333333333333,-6.0
1663,H,1.1333333333333333,1.6,W,D,D,W,W,W,0.2,0.4,-0.4666666666666667,10.0
1664,D,0.7333333333333333,0.8,L,W,D,L,L,D,-0.4,-0.4,-0.06666666666666668,-8.0
1665,A,0.6666666666666666,1.6,D,L,D,W,W,D,-0.8,0.4,-0.5333333333333333,17.0
1666,H,1.5333333333333334,2.066666666666667,W,L,W,D,W,D,0.4666666666666667,1.3333333333333333,0.06666666666666668,3.0
1667,D,1.2666666666666666,1.9333333333333331,W,L,L,W,W,L,0.0,0.3333333333333333,-0.26666666666666666,-12.0
1668,H,0.8666666666666667,1.6666666666666667,L,L,L,W,W,D,-0.3333333333333333,0.5333333333333333,-0.7333333333333333,4.0
1669,H,2.066666666666667,0.8666666666666667,D,W,D,D,L,W,1.3333333333333333,-0.2,0.06666666666666668,-9.0
1670,D,1.5,1.5,L,W,W,D,W,L,0.25,0.4375,0.1875,2.0
1671,A,0.8125,1.0,W,D,D,W,L,L,-0.8125,-0.1875,0.25,0.0
1672,H,2.25,1.25,W,D,W,D,W,L,1.3125,0.0,0.5625,-3.0
1673,H,1.875,1.4375,D,W,W,L,D,L,0.3125,0.1875,0.1875,9.0
1674,H,1.6875,0.75,W,W,W,D,L,W,0.5625,-0.375,0.25,-9.0
1675,A,0.75,0.875,D,W,L,L,L,L,-0.6875,-0.625,0.0,11.0
1676,H,1.3125,0.625,W,W,L,L,D,L,-0.0625,-0.9375,0.25,-7.0
1677,A,0.8125,1.125,D,L,L,L,L,W,-0.375,-0.625,-0.0625,13.0
1678,H,1.5625,1.25,L,W,W,W,W,D,0.375,0.3125,0.0625,-5.0
1679,D,0.8125,0.8125,D,L,L,W,D,D,-0.375,-0.8125,-0.125,5.0
1680,H,1.9411764705882355,1.4117647058823528,W,D,W,L,D,W,0.35294117647058826,0.35294117647058826,0.17647058823529413,13.0
1681,A,1.1764705882352942,1.1176470588235294,L,W,W,W,W,L,0.2352941176470588,-0.1176470588235294,0.1176470588235294,1.0
1682,D,1.1764705882352942,1.2941176470588236,L,D,W,D,W,W,-0.2352941176470588,-0.05882352941176471,-0.17647058823529413,-8.0
1683,H,0.7058823529411765,1.3529411764705883,L,D,W,L,L,D,-0.7058823529411765,0.1176470588235294,0.17647058823529413,12.0
1684,D,0.7058823529411765,1.6470588235294117,L,D,L,W,L,W,-0.5294117647058824,0.4117647058823529,-0.29411764705882354,1.0
1685,A,0.5882352941176471,1.2352941176470589,L,L,D,W,L,L,-0.9411764705882352,-0.5294117647058824,-0.4117647058823529,13.0
1686,D,2.0,2.294117647058824,W,L,D,W,W,D,1.2941176470588236,1.4705882352941178,-0.29411764705882354,-1.0
1687,A,1.4705882352941178,0.8235294117647058,D,L,W,L,D,D,0.2352941176470588,-0.35294117647058826,0.29411764705882354,-4.0
1688,D,1.0,1.7647058823529411,W,L,L,W,W,W,-0.5294117647058824,0.7058823529411765,-0.4117647058823529,6.0
1689,D,1.4117647058823528,1.2941176470588236,L,D,W,D,W,W,0.35294117647058826,-0.05882352941176471,0.0,-9.0
1690,H,0.9444444444444444,0.5555555555555556,W,L,D,L,L,L,-0.2777777777777778,-0.9444444444444444,0.2222222222222222,-10.0
1691,D,0.7777777777777778,2.0,D,L,W,W,W,D,-0.7777777777777778,0.3888888888888889,-0.3888888888888889,-2.0
1692,A,1.2777777777777777,1.1111111111111112,L,L,L,L,L,W,0.05555555555555555,0.16666666666666666,-0.3333333333333333,-8.0
1693,H,2.2222222222222223,0.8333333333333334,D,W,W,W,L,D,1.3888888888888888,-0.6111111111111112,0.2222222222222222,-18.0
1694,H,1.7222222222222223,0.7777777777777778,D,W,W,D,L,D,0.6666666666666666,-0.3888888888888889,0.6111111111111112,-17.0
1695,H,1.6111111111111112,1.3888888888888888,D,W,L,L,D,L,0.3888888888888889,0.16666666666666666,0.16666666666666666,5.0
1696,H,1.2222222222222223,0.7222222222222222,W,W,W,D,L,D,-0.05555555555555555,-0.5,0.2222222222222222,3.0
1697,H,1.3888888888888888,1.1666666666666667,D,L,D,D,L,D,0.3333333333333333,-0.2222222222222222,0.0,-1.0
1698,A,1.2777777777777777,1.9444444444444444,D,D,W,D,W,L,-0.05555555555555555,1.2222222222222223,0.0,12.0
1699,H,1.3333333333333333,1.0,W,W,L,D,W,L,-0.4444444444444444,-0.5,0.2777777777777778,-2.0
1700,H,2.0,0.9473684210526316,W,D,W,L,D,W,1.2105263157894737,-0.5263157894736842,0.21052631578947367,-8.0
1701,H,1.0526315789473684,1.6842105263157894,W,W,L,W,D,W,-0.05263157894736842,0.5263157894736842,-0.10526315789473684,-1.0
1702,D,0.7894736842105263,1.1052631578947372,D,D,L,L,D,L,-0.7368421052631579,-0.3157894736842105,0.05263157894736842,10.0
1703,H,2.263157894736842,1.3157894736842106,W,D,W,L,L,D,1.5263157894736843,0.0,0.3684210526315789,-4.0
1704,A,0.7368421052631579,1.2105263157894737,L,D,L,L,D,D,-0.5263157894736842,-0.10526315789473684,-0.3157894736842105,7.0
1705,H,1.947368421052632,1.2105263157894737,D,W,W,W,L,L,0.3684210526315789,0.21052631578947367,0.10526315789473684,1.0
1706,H,1.7894736842105263,1.2105263157894737,W,D,W,L,L,L,0.7894736842105263,0.0,0.631578947368421,-5.0
1707,A,0.7894736842105263,1.3157894736842106,L,W,L,W,W,W,-0.7894736842105263,0.15789473684210525,-0.2631578947368421,5.0
1708,D,0.6842105263157895,1.4210526315789471,L,D,L,W,W,W,-0.6842105263157895,-0.3684210526315789,-0.3684210526315789,5.0
1709,A,0.5263157894736842,1.4736842105263157,L,L,L,W,D,L,-1.1052631578947372,0.42105263157894735,-0.3684210526315789,16.0
1710,A,1.25,1.85,L,L,L,W,W,D,-0.05,0.85,-0.6,3.0
1711,A,1.15,0.8,L,L,L,D,D,D,-0.1,-0.7,-0.3,-7.0
1712,H,1.4,2.0,D,W,W,W,D,W,-0.35,0.4,-0.05,-10.0
1713,A,0.9,1.15,L,L,D,W,W,W,-0.6,0.05,-0.3,-1.0
1714,H,1.55,0.7,W,W,D,D,L,D,0.65,-0.65,0.25,-8.0
1715,D,1.15,0.5,L,W,L,L,L,L,0.15,-1.3,0.3,-4.0
1716,H,1.6,0.75,L,W,D,L,L,W,0.4,-0.85,0.15,-9.0
1717,A,1.3,2.3,W,L,D,W,W,D,-0.05,1.5,-0.25,11.0
1718,D,1.4,0.7,W,W,W,L,L,D,0.25,-0.55,0.65,-5.0
1719,A,1.1,2.05,D,L,D,W,W,D,-0.3,1.25,-0.35,4.0
1720,H,1.1904761904761905,0.9047619047619048,L,L,L,W,D,D,-0.09523809523809523,-0.6190476190476191,-0.2380952380952381,-9.0
1721,D,1.0952380952380951,0.5238095238095238,L,L,L,D,L,L,-0.14285714285714285,-1.238095238095238,-0.047619047619047616,-12.0
1722,A,1.4761904761904765,2.095238095238096,W,D,W,W,W,W,-0.2380952380952381,1.238095238095238,0.0,6.0
1723,H,0.8571428571428571,0.7142857142857143,L,L,L,D,L,L,-0.6190476190476191,-0.5238095238095238,0.09523809523809523,-11.0
1724,A,1.619047619047619,2.333333333333333,W,W,W,W,W,W,0.6666666666666666,1.5238095238095235,-0.14285714285714285,2.0
1725,H,1.1428571428571428,0.6666666666666666,D,L,W,L,D,L,0.14285714285714285,-0.6666666666666666,0.09523809523809523,4.0
1726,A,1.6666666666666667,1.9047619047619049,W,L,W,W,W,W,0.4761904761904762,0.8571428571428571,-0.14285714285714285,8.0
1727,H,1.0476190476190477,1.238095238095238,L,D,L,W,W,W,-0.3333333333333333,0.09523809523809523,-0.4761904761904762,-5.0
1728,D,1.238095238095238,0.7142857142857143,L,W,L,L,L,L,-0.14285714285714285,-0.9047619047619048,0.09523809523809523,-7.0
1729,H,1.380952380952381,1.9047619047619049,D,W,W,L,W,D,0.2380952380952381,0.2857142857142857,0.14285714285714285,-2.0
1730,H,0.8636363636363636,1.4090909090909092,L,W,D,L,W,D,-0.6363636363636364,-0.3181818181818182,-0.18181818181818185,8.0
1731,H,0.6818181818181818,1.2727272727272727,L,D,L,W,L,L,-0.5909090909090909,-0.045454545454545456,-0.045454545454545456,14.0
1732,A,0.7272727272727273,1.5454545454545454,D,L,L,L,W,W,-0.8636363636363636,0.5909090909090909,-0.2727272727272727,16.0
1733,D,0.5454545454545454,1.1363636363636365,D,D,L,W,L,D,-1.181818181818182,-0.2727272727272727,-0.13636363636363635,15.0
1734,D,2.136363636363636,1.2272727272727273,W,W,W,W,D,L,1.2727272727272727,0.18181818181818185,0.2727272727272727,-15.0
1735,A,1.181818181818182,1.0909090909090908,L,W,W,D,L,L,0.045454545454545456,-0.13636363636363635,0.5,2.0
1736,H,2.363636363636364,1.5909090909090908,W,W,W,L,W,L,1.5,0.3636363636363637,0.2727272727272727,-9.0
1737,H,1.818181818181818,1.2272727272727273,L,L,W,D,L,W,0.13636363636363635,-0.13636363636363635,0.09090909090909093,4.0
1738,D,1.9545454545454544,1.4545454545454546,W,W,W,W,D,W,0.9090909090909092,0.3636363636363637,0.0,-12.0
1739,D,0.6363636363636364,0.9545454545454546,L,L,D,W,L,L,-0.6818181818181818,-0.5,-0.09090909090909093,3.0
1740,H,1.2173913043478262,0.6956521739130435,L,W,L,L,D,L,-0.13043478260869565,-0.8695652173913043,0.08695652173913042,-14.0
1741,H,1.173913043478261,2.0869565217391304,W,D,L,D,W,W,-0.08695652173913042,1.2173913043478262,-0.39130434782608703,7.0
1742,H,1.3478260869565215,1.1304347826086956,L,L,W,L,L,W,-0.3478260869565217,0.0,-0.08695652173913042,-3.0
1743,A,1.608695652173913,1.9130434782608696,W,L,W,D,W,W,0.6086956521739131,0.8695652173913043,-0.043478260869565216,1.0
1744,H,1.2173913043478262,0.7826086956521741,D,W,D,W,L,D,0.17391304347826084,-0.4782608695652174,0.17391304347826084,-4.0
1745,H,1.1304347826086956,0.6521739130434783,D,W,L,D,L,L,-0.2608695652173913,-0.6521739130434783,0.13043478260869565,-7.0
1746,A,1.173913043478261,0.9565217391304348,L,D,L,W,L,W,-0.17391304347826084,-0.5652173913043478,-0.17391304347826084,-2.0
1747,A,1.4347826086956519,2.391304347826087,D,W,D,W,W,W,0.3478260869565217,1.5217391304347827,-0.17391304347826084,13.0
1748,H,0.9565217391304348,0.5652173913043478,D,W,L,D,D,D,-0.4782608695652174,-1.1304347826086956,0.043478260869565216,-11.0
1749,D,1.5217391304347827,1.8695652173913044,L,L,W,W,L,L,0.2608695652173913,0.17391304347826084,-0.043478260869565216,-6.0
1750,A,1.0833333333333333,1.0416666666666667,L,L,L,W,D,W,-0.08333333333333333,-0.4166666666666667,-0.04166666666666666,1.0
1751,H,2.4166666666666665,1.125,W,W,W,L,L,D,1.5416666666666667,-0.20833333333333331,0.4583333333333333,-11.0
1752,H,0.75,1.375,L,W,L,L,D,W,-0.5416666666666666,0.25,-0.16666666666666666,5.0
1753,A,1.8333333333333333,1.4166666666666667,D,W,L,W,L,L,0.16666666666666666,-0.25,0.0,10.0
1754,H,1.9583333333333333,1.2916666666666667,W,D,W,W,L,W,0.875,0.0,0.2916666666666667,-3.0
1755,D,0.6666666666666666,1.5,L,L,D,D,L,L,-0.9583333333333334,0.25,-0.125,9.0
1756,H,0.625,1.5416666666666667,L,D,L,L,W,L,-0.6666666666666666,0.5416666666666666,-0.2916666666666667,8.0
1757,H,0.5416666666666666,1.2916666666666667,L,D,D,W,D,W,-1.125,0.25,-0.20833333333333331,4.0
1758,H,2.0,1.2083333333333333,L,D,W,W,D,W,1.125,-0.20833333333333331,0.08333333333333333,-4.0
1759,A,1.0416666666666667,1.25,W,W,L,W,W,D,-0.5,-0.04166666666666666,0.125,7.0
1760,A,2.04,2.0,W,L,D,W,W,D,1.12,0.92,-0.12,-2.0
1761,H,1.32,1.32,W,W,W,L,L,D,0.0,0.12,0.2,-7.0
1762,A,1.48,1.48,W,W,L,L,L,W,-0.2,0.44,0.12,3.0
1763,H,1.08,1.48,L,L,L,D,D,L,-0.32,0.24,-0.16,2.0
1764,D,0.64,0.84,W,L,D,W,L,W,-1.0,-0.4,-0.04,0.0
1765,H,1.04,0.72,L,L,L,W,L,D,-0.12,-0.56,-0.04,-2.0
1766,A,1.0,2.44,L,W,W,W,W,W,-0.52,1.6,-0.24,13.0
1767,H,1.76,0.68,L,D,W,D,L,L,0.12,-0.92,0.08,-3.0
1768,D,1.12,1.24,W,W,D,L,W,L,-0.36,-0.08,0.16,3.0
1769,D,1.24,1.16,L,W,D,L,W,D,0.16,-0.24,0.04,11.0
1770,A,1.2307692307692308,1.9615384615384612,D,L,W,L,W,L,-0.07692307692307693,1.0,0.0,5.0
1771,A,0.8461538461538461,1.3846153846153846,D,W,L,W,W,W,-0.38461538461538464,0.07692307692307693,-0.2307692307692308,12.0
1772,H,1.5384615384615383,1.1153846153846154,W,L,L,D,W,W,0.4615384615384616,-0.3461538461538461,-0.19230769230769232,-5.0
1773,H,2.0384615384615383,1.1153846153846154,W,W,W,W,L,L,0.9615384615384616,-0.07692307692307693,0.38461538461538464,-7.0
1774,H,1.4230769230769231,0.9615384615384616,L,D,D,L,L,W,0.19230769230769232,-0.5384615384615384,-0.15384615384615385,-4.0
1775,D,1.1538461538461535,1.4230769230769231,D,L,W,L,W,W,-0.2307692307692308,-0.2307692307692308,0.07692307692307693,-2.0
1776,H,0.6538461538461539,0.6538461538461539,L,D,L,D,W,L,-0.9230769230769232,-0.9615384615384616,-0.15384615384615385,0.0
1777,H,1.2692307692307692,1.1538461538461535,L,L,L,W,L,L,0.038461538461538464,-0.2692307692307692,0.0,2.0
1778,D,2.4615384615384617,1.2307692307692308,W,W,W,D,L,W,1.5769230769230769,0.15384615384615385,0.2692307692307692,-14.0
1779,D,0.6923076923076923,1.807692307692308,L,W,L,W,L,D,-0.5769230769230769,0.15384615384615385,-0.1153846153846154,-5.0
1780,H,1.0740740740740742,1.5925925925925926,L,W,L,W,W,L,-0.14814814814814814,0.5185185185185185,-0.2222222222222222,6.0
1781,H,0.925925925925926,0.7407407407407407,L,L,L,W,L,D,-0.5555555555555556,-0.8518518518518519,0.07407407407407407,-5.0
1782,D,1.4444444444444444,1.4814814814814814,W,W,W,W,L,D,0.1111111111111111,0.2222222222222222,0.3703703703703704,-3.0
1783,A,1.7777777777777777,2.4074074074074074,D,W,L,D,W,W,0.14814814814814814,1.5185185185185186,-0.1851851851851852,15.0
1784,A,1.1111111111111112,1.1851851851851851,L,W,L,L,D,L,-0.3333333333333333,-0.14814814814814814,-0.037037037037037035,7.0
1785,A,1.2222222222222223,2.074074074074074,D,D,L,W,W,W,0.14814814814814814,1.0,-0.25925925925925924,13.0
1786,H,2.0,0.8148148148148148,W,L,W,L,D,W,1.037037037037037,-0.4074074074074074,0.0,-19.0
1787,D,0.6296296296296297,0.7037037037037037,L,D,W,D,L,W,-0.9629629629629628,-0.5555555555555556,0.0,8.0
1788,A,1.1851851851851851,1.7777777777777777,L,D,L,D,W,L,-0.14814814814814814,0.14814814814814814,-0.14814814814814814,-11.0
1789,H,0.8148148148148148,1.0740740740740742,L,D,W,L,W,L,-0.4074074074074074,-0.14814814814814814,0.14814814814814814,10.0
1790,H,2.107142857142857,1.0714285714285714,W,W,W,L,L,W,1.0357142857142858,-0.35714285714285715,0.42857142857142855,-10.0
1791,D,0.7142857142857143,2.0357142857142856,D,D,L,W,W,L,-0.5357142857142857,1.1428571428571428,-0.14285714285714285,11.0
1792,H,1.3928571428571428,1.0357142857142858,W,W,L,L,L,D,0.17857142857142858,-0.4642857142857143,-0.03571428571428571,6.0
1793,D,1.4642857142857142,1.3928571428571428,D,W,L,D,D,L,0.21428571428571427,-0.21428571428571427,-0.07142857142857142,4.0
1794,H,1.2142857142857142,1.4285714285714286,W,D,D,D,W,W,-0.17857142857142858,0.10714285714285714,-0.17857142857142858,-3.0
1795,A,0.7142857142857143,1.1785714285714286,L,W,L,L,D,D,-0.9285714285714286,0.07142857142857142,-0.03571428571428571,4.0
1796,H,2.0357142857142856,1.0714285714285714,W,W,L,L,L,W,1.1428571428571428,-0.35714285714285715,0.21428571428571427,-12.0
1797,H,1.25,1.4642857142857142,W,L,D,D,W,L,-0.10714285714285714,0.21428571428571427,0.03571428571428571,-5.0
1798,D,0.7857142857142857,2.107142857142857,L,L,D,W,W,W,-0.5357142857142857,1.0357142857142858,-0.3928571428571429,17.0
1799,D,1.0357142857142858,1.3928571428571428,L,L,D,D,D,L,-0.4642857142857143,-0.21428571428571427,-0.03571428571428571,2.0
1800,H,1.2758620689655171,1.4827586206896552,W,W,D,L,L,W,-0.13793103448275862,0.3793103448275862,0.06896551724137931,1.0
1801,A,0.6896551724137931,2.4482758620689653,L,L,W,W,W,D,-0.9310344827586208,1.5172413793103448,-0.3103448275862069,18.0
1802,H,0.7241379310344828,1.3448275862068966,D,D,D,L,W,W,-0.5172413793103449,0.13793103448275862,0.0,-3.0
1803,A,1.7586206896551724,1.0689655172413792,W,L,D,W,W,L,0.1724137931034483,-0.3793103448275862,0.03448275862068965,2.0
1804,H,0.7241379310344828,1.1034482758620692,W,D,L,L,W,L,-0.8275862068965517,-0.13793103448275862,0.06896551724137931,10.0
1805,A,1.2413793103448276,1.3793103448275863,W,L,D,L,D,W,0.10344827586206896,0.06896551724137931,-0.1724137931034483,8.0
1806,H,2.4482758620689653,0.7241379310344828,W,W,D,W,D,L,1.5172413793103448,-0.8275862068965517,0.1724137931034483,-18.0
1807,H,1.3793103448275863,1.3448275862068966,D,D,D,L,W,W,-0.20689655172413796,0.13793103448275862,0.0,-8.0
1808,D,1.4827586206896552,1.0689655172413792,L,L,W,W,W,L,0.3793103448275862,-0.3793103448275862,0.0,-11.0
1809,A,1.0689655172413792,2.0,W,W,L,D,W,W,-0.3793103448275862,1.1034482758620692,-0.13793103448275862,14.0
1810,H,1.4333333333333331,0.6666666666666666,W,L,D,L,L,L,0.1,-0.9666666666666668,0.2333333333333333,-12.0
1811,A,1.4333333333333331,0.7,W,D,D,L,W,D,-0.13333333333333333,-0.8333333333333334,0.03333333333333333,-13.0
1812,H,2.466666666666667,0.8666666666666667,W,W,W,D,W,L,1.5,-0.43333333333333335,0.26666666666666666,-18.0
1813,H,2.1,1.0,D,W,W,L,D,L,1.0,-0.4666666666666667,0.36666666666666653,-6.0
1814,D,1.0,1.2666666666666666,L,L,L,D,W,W,-0.4666666666666667,-0.13333333333333333,-0.2,8.0
1815,H,1.3,1.2,L,L,W,L,W,L,0.06666666666666668,0.06666666666666668,0.03333333333333333,-1.0
1816,H,1.0666666666666669,1.2666666666666666,L,L,W,W,L,W,-0.2,-0.1,-0.03333333333333333,4.0
1817,H,1.4666666666666666,1.7,D,L,L,L,W,L,0.36666666666666653,0.13333333333333333,0.0,-13.0
1818,A,1.4,0.8,L,D,D,W,D,D,0.13333333333333333,-0.4666666666666667,-0.03333333333333333,-1.0
1819,H,2.033333333333333,0.6666666666666666,W,D,W,L,L,L,1.1666666666666667,-0.9666666666666668,0.2333333333333333,-19.0
1820,D,1.1290322580645162,1.3548387096774193,W,L,L,W,L,L,-0.12903225806451613,0.0967741935483871,-0.0967741935483871,-5.0
1821,D,1.3870967741935485,1.1612903225806452,L,W,D,L,L,W,-0.2258064516129032,0.03225806451612903,0.06451612903225806,-9.0
1822,A,0.8387096774193549,1.3548387096774193,L,D,W,L,L,D,-0.5161290322580645,0.06451612903225806,-0.03225806451612903,9.0
1823,H,1.5161290322580645,1.4838709677419355,W,D,L,W,W,L,0.3870967741935484,0.12903225806451613,-0.0967741935483871,-4.0
1824,D,2.129032258064516,1.032258064516129,W,D,W,L,D,W,1.0,-0.3870967741935484,0.1935483870967742,-12.0
1825,A,1.2258064516129032,1.2258064516129032,L,D,W,L,W,L,-0.2258064516129032,-0.16129032258064516,0.06451612903225806,-1.0
1826,A,0.8709677419354839,2.4838709677419355,W,W,D,W,W,W,-0.3870967741935484,1.5483870967741935,-0.12903225806451613,10.0
1827,H,1.064516129032258,1.0,W,L,D,D,L,L,-0.3870967741935484,-0.4516129032258064,0.0967741935483871,-4.0
1828,H,0.7741935483870968,1.6451612903225807,W,L,W,L,L,W,-0.7096774193548387,0.0967741935483871,0.0967741935483871,3.0
1829,H,1.032258064516129,0.8709677419354839,L,D,W,W,W,D,-0.3870967741935484,-0.3870967741935484,-0.06451612903225806,3.0
1830,H,1.4375,1.03125,L,W,W,L,W,L,0.09375,-0.4375,0.09375,-1.0
1831,D,2.5,1.125,W,W,W,D,W,L,1.5625,-0.125,0.25,-8.0
1832,H,1.15625,1.5625,D,L,L,W,W,D,0.03125,0.40625,-0.09375,12.0
1833,A,1.40625,2.09375,W,L,L,W,W,W,0.09375,1.21875,-0.25,10.0
1834,H,0.625,2.09375,L,L,L,D,W,D,-1.03125,0.96875,-0.34375,17.0
1835,H,0.96875,1.375,L,D,L,D,L,W,-0.5,-0.21875,-0.15625,6.0
