,FTR,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
30,H,1.25,1.0,D,D,W,D,W,L,0.5,0.25,0.25,-16.0
31,D,0.75,0.25,L,L,W,D,L,L,-0.5,-0.75,0.5,-2.0
32,H,1.0,1.0,L,D,W,D,W,L,0.0,0.25,0.0,-3.0
33,D,0.75,0.5,L,L,W,D,L,D,-0.25,-0.25,0.25,5.0
34,D,1.0,1.5,D,L,W,W,W,L,0.0,0.75,-0.5,3.0
35,A,1.5,1.5,W,W,L,W,W,L,0.0,0.25,0.0,3.0
36,D,0.5,1.0,D,L,D,L,D,W,-0.25,0.25,-0.5,4.0
37,H,1.25,1.0,D,W,D,W,D,L,0.25,-0.25,0.25,-12.0
38,H,1.0,0.5,D,L,W,L,D,D,-0.25,-0.5,0.5,-2.0
39,D,1.0,1.5,D,W,L,W,W,L,0.25,0.75,-0.5,15.0
40,D,1.2,1.4,L,W,W,D,L,W,-0.4,0.4,-0.2,11.0
41,A,0.8,1.0,L,W,D,W,L,D,-0.4,-0.2,-0.2,14.0
42,H,1.6,0.6,W,D,W,D,D,L,0.4,-0.2,1.0,-7.0
43,H,1.4,1.2,W,D,L,W,L,W,0.2,-0.4,0.2,-16.0
44,H,1.6,0.8,W,D,D,D,L,L,1.6,-0.4,0.8,-6.0
45,A,1.0,0.8,D,L,D,L,D,W,0.2,0.0,0.2,-1.0
46,D,1.8,1.0,W,W,W,D,D,L,0.6,0.0,0.8,6.0
47,D,0.6,0.8,D,D,L,D,L,L,-0.2,-0.2,-0.2,-4.0
48,H,1.4,0.4,W,L,D,D,D,L,0.2,-0.6,1.0,1.0
49,H,1.4,1.2,D,W,W,L,W,W,0.6,-0.4,0.2,-12.0
50,H,1.3333333333333333,0.8333333333333334,W,W,L,D,L,D,0.16666666666666666,-0.8333333333333334,0.5,-11.0
51,H,0.8333333333333334,1.6666666666666667,D,D,L,W,W,L,-0.16666666666666666,0.3333333333333333,-0.8333333333333334,10.0
52,A,1.1666666666666667,1.8333333333333333,W,L,D,W,W,D,0.16666666666666666,1.8333333333333333,-0.6666666666666666,12.0
53,A,1.1666666666666667,0.6666666666666666,L,D,L,L,L,W,0.16666666666666666,-0.5,0.5,-17.0
54,H,0.5,1.6666666666666667,L,D,D,D,W,W,-0.3333333333333333,0.5,-1.1666666666666667,4.0
55,H,0.6666666666666666,0.6666666666666666,L,D,L,D,D,D,-0.8333333333333334,-0.16666666666666666,0.0,-9.0
56,A,1.0,1.8333333333333333,D,D,D,W,W,D,0.0,0.5,-0.8333333333333334,-3.0
57,D,1.0,0.8333333333333334,L,W,L,L,D,L,-0.5,0.0,0.16666666666666666,8.0
58,D,0.3333333333333333,1.6666666666666667,L,D,D,W,W,D,-0.6666666666666666,0.3333333333333333,-1.3333333333333333,5.0
59,A,0.8333333333333334,0.5,D,L,D,L,D,D,-0.8333333333333334,-0.3333333333333333,0.3333333333333333,2.0
60,A,1.0,0.42857142857142855,L,D,L,D,L,D,-0.42857142857142855,-0.5714285714285714,0.5714285714285714,5.0
61,D,0.5714285714285714,1.1428571428571428,L,D,D,D,L,D,-0.2857142857142857,0.14285714285714285,-0.2857142857142857,13.0
62,D,1.0,1.5714285714285714,W,L,L,W,D,D,-0.2857142857142857,0.5714285714285714,-0.5714285714285714,18.0
63,D,1.5714285714285714,1.0,D,W,W,W,L,D,0.2857142857142857,-0.5714285714285714,0.5714285714285714,-3.0
64,D,2.0,0.8571428571428571,W,W,W,L,D,D,1.8571428571428568,-0.2857142857142857,1.1428571428571428,-4.0
65,D,0.8571428571428571,1.2857142857142858,D,L,D,D,W,W,0.0,0.14285714285714285,-0.7142857142857143,6.0
66,A,1.4285714285714286,1.1428571428571428,L,D,W,W,D,D,0.14285714285714285,0.0,0.7142857142857143,-9.0
67,D,1.4285714285714286,1.0,L,W,W,D,L,W,0.14285714285714285,-0.42857142857142855,0.0,-10.0
68,D,2.0,1.0,W,W,W,L,W,L,0.7142857142857143,-0.14285714285714285,0.8571428571428571,-5.0
69,H,1.2857142857142858,0.5714285714285714,D,W,W,L,D,D,0.14285714285714285,-0.2857142857142857,0.7142857142857143,-10.0
70,D,1.375,0.875,W,W,D,L,L,D,0.125,-0.75,0.5,6.0
71,A,1.0,1.0,D,L,W,D,W,L,-0.125,-0.25,-0.25,-7.0
72,H,1.375,1.375,W,D,L,D,L,W,0.25,0.125,-0.25,-7.0
73,A,1.0,1.25,D,D,L,L,L,D,-0.375,0.0,-0.25,9.0
74,A,1.125,0.875,W,W,L,D,D,L,0.125,0.0,0.625,3.0
75,D,0.75,0.625,W,D,L,L,L,D,-0.125,-1.0,0.5,-8.0
76,H,1.5,1.875,D,W,D,D,W,W,0.5,1.625,-0.25,1.0
77,H,0.875,1.5,D,L,D,D,D,W,-0.25,0.25,-0.625,1.0
78,D,1.0,1.875,D,W,L,D,W,W,-0.5,0.625,-0.75,-1.0
79,H,1.5,1.5,D,W,D,W,D,W,0.5,0.5,-0.125,-4.0
80,H,0.8888888888888888,1.2222222222222223,D,L,L,L,D,L,-0.6666666666666666,0.0,-0.5555555555555556,4.0
81,D,0.8888888888888888,1.0,L,D,L,L,W,W,-0.4444444444444444,-0.1111111111111111,-0.3333333333333333,-2.0
82,D,1.2222222222222223,0.7777777777777778,W,D,W,D,W,D,0.1111111111111111,-0.1111111111111111,0.1111111111111111,11.0
83,H,1.5555555555555556,1.3333333333333333,W,W,D,D,W,W,0.4444444444444444,0.1111111111111111,-0.1111111111111111,-17.0
84,A,1.7777777777777777,1.6666666666666667,D,D,W,L,D,W,0.5555555555555556,1.3333333333333333,0.1111111111111111,7.0
85,H,0.8888888888888888,0.6666666666666666,L,D,D,D,L,L,-0.4444444444444444,-0.8888888888888888,0.3333333333333333,3.0
86,H,1.0,1.1111111111111112,D,D,W,W,D,L,-0.4444444444444444,0.1111111111111111,0.0,2.0
87,A,0.5555555555555556,1.3333333333333333,L,D,L,L,D,D,-0.5555555555555556,-0.1111111111111111,-0.5555555555555556,12.0
88,A,1.1111111111111112,1.4444444444444444,W,D,D,W,L,L,0.2222222222222222,0.1111111111111111,-0.1111111111111111,1.0
89,A,0.6666666666666666,1.2222222222222223,D,L,L,W,D,W,-0.8888888888888888,0.1111111111111111,-0.5555555555555556,-3.0
90,H,1.2,1.0,L,D,W,L,W,D,-0.1,0.0,0.3,8.0
91,H,1.0,1.1,L,W,D,W,D,L,0.0,-0.5,0.0,-9.0
92,H,1.5,1.6,W,L,D,L,D,D,0.3,0.2,0.0,-4.0
93,H,1.8,1.4,W,L,D,L,W,W,1.5,0.1,0.3,-2.0
94,A,1.6,0.9,W,W,L,D,L,D,0.3,-0.4,0.2,-2.0
95,H,1.1,0.5,L,L,D,L,L,D,-0.1,-0.9,0.2,-6.0
96,A,0.8,1.8,D,D,W,W,W,D,-0.1,0.6,-0.5,7.0
97,D,1.3,1.2,D,L,W,W,D,D,0.3,-0.3,0.0,-1.0
98,A,1.0,1.1,D,L,W,W,L,D,-0.1,-0.2,0.2,-5.0
99,H,1.8,1.1,W,W,D,W,L,D,0.6,-0.2,0.6,-18.0
100,H,1.4545454545454546,1.3636363636363635,W,D,L,W,L,D,0.3636363636363637,0.0,-0.18181818181818185,-14.0
101,H,1.181818181818182,1.2727272727272727,W,L,W,W,L,L,0.4545454545454545,0.09090909090909093,0.2727272727272727,-5.0
102,H,1.3636363636363635,0.9090909090909092,W,D,W,L,L,W,0.2727272727272727,-0.09090909090909093,0.5454545454545454,8.0
103,H,1.4545454545454546,0.4545454545454545,L,L,D,L,L,L,0.09090909090909093,-1.0,0.3636363636363637,-8.0
104,H,1.9090909090909087,0.9090909090909092,W,W,L,L,D,L,1.6363636363636365,-0.2727272727272727,0.2727272727272727,-14.0
105,H,1.181818181818182,1.0,D,W,D,L,W,D,-0.2727272727272727,-0.9090909090909092,0.4545454545454545,-7.0
106,H,0.7272727272727273,1.4545454545454546,L,D,D,L,W,W,-0.18181818181818185,0.18181818181818185,0.0,-2.0
107,D,0.5454545454545454,1.3636363636363635,L,L,D,D,L,W,-1.0909090909090908,0.09090909090909093,-0.6363636363636364,14.0
108,H,1.6363636363636365,1.0909090909090908,W,W,L,W,D,L,0.3636363636363637,-0.2727272727272727,0.2727272727272727,-9.0
109,H,1.3636363636363635,0.5454545454545454,W,L,D,L,L,D,0.0,-1.0909090909090908,0.8181818181818182,3.0
110,A,0.9166666666666666,2.0,L,L,W,W,W,W,-0.9166666666666666,1.9166666666666667,-0.5,13.0
111,H,1.5,1.75,W,D,L,W,W,W,0.16666666666666666,0.5,0.0,-1.0
112,A,1.1666666666666667,1.5833333333333333,L,W,W,W,L,L,-0.4166666666666667,0.16666666666666666,0.16666666666666666,12.0
113,A,0.8333333333333334,2.0,L,L,L,W,W,W,-0.16666666666666666,1.0,-0.75,10.0
114,H,1.3333333333333333,1.5,L,L,W,W,W,D,0.08333333333333333,0.3333333333333333,-0.4166666666666667,-9.0
115,H,0.8333333333333334,1.3333333333333333,L,L,D,W,W,L,-0.6666666666666666,0.6666666666666666,-0.5,10.0
116,H,1.1666666666666667,1.3333333333333333,L,W,L,W,D,W,-0.16666666666666666,-0.16666666666666666,-0.4166666666666667,3.0
117,A,1.0,1.5833333333333333,L,W,D,W,W,D,-0.4166666666666667,0.4166666666666667,-0.4166666666666667,7.0
118,D,0.4166666666666667,0.9166666666666666,L,L,L,W,L,D,-1.0,-0.08333333333333333,-0.5833333333333334,7.0
119,D,2.0,0.4166666666666667,W,W,W,L,L,L,1.0,-1.0,1.0,-14.0
120,H,1.6923076923076923,1.3076923076923077,W,W,W,W,L,W,0.5384615384615384,-0.07692307692307693,0.3076923076923077,-4.0
121,A,0.5384615384615384,0.9230769230769232,L,D,L,L,L,W,-1.0769230769230769,-0.4615384615384616,-0.15384615384615385,4.0
122,H,1.3846153846153846,1.3846153846153846,L,W,W,W,L,W,0.2307692307692308,0.07692307692307693,0.2307692307692308,0.0
123,D,1.6923076923076923,1.4615384615384617,W,W,L,W,L,L,0.2307692307692308,0.15384615384615385,-0.15384615384615385,-3.0
124,H,2.0769230769230766,0.7692307692307693,W,W,W,L,L,L,1.8461538461538465,-0.2307692307692308,0.6923076923076923,-11.0
125,D,1.2307692307692308,1.0,L,W,D,W,L,L,-0.2307692307692308,-0.5384615384615384,0.3076923076923077,-8.0
126,H,0.9230769230769232,1.0769230769230769,D,W,L,L,L,W,-0.07692307692307693,-0.4615384615384616,0.0,-11.0
127,D,1.2307692307692308,1.4615384615384617,L,W,W,D,W,D,0.5384615384615384,0.15384615384615385,0.07692307692307693,2.0
128,H,1.6153846153846154,0.8461538461538461,L,W,W,L,L,L,0.38461538461538464,-0.9230769230769232,0.38461538461538464,-10.0
129,H,1.3846153846153846,1.2307692307692308,W,L,W,L,W,W,0.07692307692307693,0.5384615384615384,-0.15384615384615385,15.0
130,H,0.5,0.5,D,D,L,L,L,D,-0.8571428571428571,-1.0714285714285714,0.07142857142857142,-1.0
131,H,1.0714285714285714,2.0,W,L,L,D,W,W,-0.35714285714285715,0.9285714285714286,-0.42857142857142855,11.0
132,A,1.3571428571428572,1.0714285714285714,L,D,W,W,D,W,0.07142857142857142,0.14285714285714285,-0.21428571428571427,-6.0
133,A,1.0,2.142857142857143,L,L,L,W,W,W,-0.6428571428571429,1.7857142857142858,-0.6428571428571429,19.0
134,A,0.7142857142857143,1.6428571428571428,L,L,L,D,W,W,-0.2857142857142857,0.21428571428571427,-0.5,4.0
135,A,1.4285714285714286,1.2142857142857142,D,W,L,D,L,W,0.14285714285714285,-0.21428571428571427,-0.07142857142857142,4.0
136,H,1.0,1.5714285714285714,D,W,L,L,W,W,-0.5,0.35714285714285715,-0.35714285714285715,9.0
137,H,1.2142857142857142,1.7142857142857142,L,W,L,W,L,W,-0.21428571428571427,0.5714285714285714,-0.42857142857142855,6.0
138,A,0.7857142857142857,1.5,L,L,L,W,L,W,-1.0714285714285714,0.35714285714285715,-0.5,-6.0
139,A,1.2857142857142858,1.2142857142857142,L,W,L,D,L,W,-0.07142857142857142,-0.21428571428571427,-0.14285714285714285,13.0
140,D,0.7333333333333333,1.5333333333333334,L,L,L,D,L,W,-1.0666666666666669,0.3333333333333333,-0.6666666666666666,8.0
141,A,0.6666666666666666,2.2,W,D,D,W,W,W,-0.6666666666666666,1.7333333333333334,-0.6666666666666666,15.0
142,H,1.2,1.1333333333333333,W,W,L,L,D,L,-0.2,0.3333333333333333,0.13333333333333333,8.0
143,A,0.9333333333333332,1.6,L,L,L,W,W,L,-0.6666666666666666,0.4,-0.6,0.0
144,D,0.6666666666666666,0.4666666666666667,L,L,L,L,L,L,-0.4666666666666667,-1.1333333333333333,-0.06666666666666668,-5.0
145,A,1.1333333333333333,1.2,W,D,W,W,W,D,-0.3333333333333333,0.2,-0.2,6.0
146,H,1.3333333333333333,1.7333333333333334,W,L,W,W,D,W,-0.13333333333333333,0.4,-0.06666666666666668,2.0
147,H,1.4666666666666666,1.8666666666666667,W,L,D,L,D,W,0.13333333333333333,0.7333333333333333,-0.13333333333333333,1.0
148,H,1.3333333333333333,1.6,L,D,W,L,W,L,0.06666666666666668,0.4666666666666667,-0.3333333333333333,7.0
149,H,1.8666666666666667,1.1333333333333333,L,D,W,W,D,W,0.7333333333333333,-0.3333333333333333,0.2,-13.0
150,D,1.5,1.4375,D,D,L,W,L,D,0.3125,0.125,0.0625,-5.0
151,H,0.5,0.75,D,L,L,D,L,L,-1.0625,-1.0,0.0625,3.0
152,A,1.6875,0.625,W,W,W,L,W,D,0.4375,-0.8125,0.4375,4.0
153,H,1.625,1.375,L,W,D,L,W,L,0.1875,0.0,0.1875,5.0
154,H,1.5,1.3125,L,L,W,L,W,L,0.375,0.0,0.0,-16.0
155,H,2.25,1.4375,W,W,W,W,W,L,1.8125,0.0625,0.375,-9.0
156,H,1.3125,0.6875,W,W,W,D,L,L,0.25,-0.4375,0.75,-3.0
157,H,1.0625,0.875,L,L,D,L,L,L,0.25,-0.6875,0.25,-15.0
158,H,1.4375,1.3125,W,W,D,W,W,W,-0.0625,-0.125,0.0625,-6.0
159,H,1.75,1.4375,L,L,D,W,L,D,0.625,0.125,0.0,-9.0
160,D,0.6470588235294118,1.3529411764705883,W,D,L,L,W,W,-0.9411764705882352,-0.05882352941176471,-0.29411764705882354,7.0
161,D,1.2352941176470589,2.294117647058824,L,L,W,W,W,W,-0.17647058823529413,1.8235294117647056,-0.5294117647058824,19.0
162,H,1.1764705882352942,0.7647058823529411,W,L,L,W,L,W,0.29411764705882354,-0.7058823529411765,-0.2352941176470588,-11.0
163,H,0.8235294117647058,1.2352941176470589,L,L,L,L,W,W,-0.7058823529411765,-0.2352941176470588,-0.5294117647058824,7.0
164,H,1.0,1.2941176470588236,L,L,W,L,L,W,-0.4117647058823529,-0.05882352941176471,0.17647058823529413,12.0
165,H,1.5294117647058822,0.6470588235294118,W,W,W,L,D,L,0.05882352941176471,-0.4705882352941176,0.5294117647058824,-5.0
166,D,1.4117647058823528,1.4705882352941178,W,W,W,D,D,D,0.29411764705882354,0.29411764705882354,0.4117647058823529,3.0
167,H,0.7058823529411765,1.7058823529411764,L,D,L,W,L,W,-1.0,0.29411764705882354,-0.5294117647058824,6.0
168,A,1.5882352941176472,1.5882352941176472,W,L,L,L,W,W,0.5294117647058824,0.35294117647058826,-0.17647058823529413,-16.0
169,D,1.4705882352941178,0.8235294117647058,D,D,D,L,L,L,0.29411764705882354,-0.7058823529411765,0.35294117647058826,-14.0
170,H,0.7222222222222222,0.8333333333333334,L,W,L,W,L,D,-0.8333333333333334,-0.8888888888888888,0.16666666666666666,2.0
171,D,1.1666666666666667,1.3888888888888888,L,L,W,D,W,W,-0.5,0.2777777777777778,-0.2222222222222222,4.0
172,H,1.6666666666666667,1.1111111111111112,W,L,W,W,L,L,0.3888888888888889,-0.3333333333333333,0.2777777777777778,5.0
173,H,1.3888888888888888,1.6111111111111112,W,L,L,W,W,W,0.05555555555555555,0.1111111111111111,-0.3888888888888889,-4.0
174,H,1.6111111111111112,1.2222222222222223,L,W,L,D,L,L,0.2222222222222222,-0.16666666666666666,0.16666666666666666,-12.0
175,H,0.6111111111111112,1.2777777777777777,L,L,D,W,W,L,-0.5,0.4444444444444444,-0.3333333333333333,7.0
176,H,1.3333333333333333,0.6666666666666666,L,D,W,D,W,D,-0.16666666666666666,-0.8888888888888888,0.0,-6.0
177,A,2.2222222222222223,1.5,D,W,W,L,W,L,1.7222222222222223,0.4444444444444444,0.3888888888888889,-3.0
178,D,1.3333333333333333,1.8888888888888888,D,L,W,W,W,L,-0.05555555555555555,0.8888888888888888,0.0,8.0
179,D,0.8333333333333334,1.1111111111111112,W,L,D,W,L,L,-0.8888888888888888,-0.3333333333333333,-0.16666666666666666,-1.0
180,H,1.1578947368421053,1.1578947368421053,L,D,L,D,L,L,-0.2631578947368421,-0.4736842105263158,-0.15789473684210525,7.0
181,H,1.2105263157894737,0.631578947368421,L,W,W,L,D,W,0.3684210526315789,-0.8947368421052632,0.05263157894736842,-12.0
182,H,0.8421052631578947,1.4210526315789471,W,L,W,W,L,D,-0.7368421052631579,-0.10526315789473684,0.10526315789473684,5.0
183,A,1.3157894736842106,1.5263157894736843,L,W,L,W,D,D,0.0,0.3157894736842105,-0.05263157894736842,-3.0
184,H,1.6842105263157894,1.368421052631579,W,L,W,D,D,W,0.3157894736842105,0.2631578947368421,-0.10526315789473684,-1.0
185,H,1.5789473684210529,1.8421052631578947,W,L,W,D,W,W,0.4736842105263158,0.8421052631578947,-0.05263157894736842,2.0
186,H,2.1052631578947367,1.7368421052631582,L,D,W,W,W,L,1.5789473684210529,0.4736842105263158,-0.10526315789473684,-19.0
187,H,1.5263157894736843,0.9473684210526316,L,W,W,D,W,L,0.0,-0.3684210526315789,0.42105263157894735,-13.0
188,D,1.3157894736842106,0.7368421052631579,D,D,L,W,L,L,-0.05263157894736842,-0.42105263157894735,0.21052631578947367,-2.0
189,H,1.8421052631578947,1.6842105263157894,D,W,W,W,L,W,0.8421052631578947,0.3157894736842105,-0.10526315789473684,-6.0
190,A,1.45,2.15,L,W,D,W,L,D,0.25,1.6,-0.2,5.0
191,A,0.6,1.6,L,L,D,W,L,W,-1.0,0.05,-0.35,10.0
192,A,1.1,0.8,L,D,L,D,L,W,-0.5,-0.85,-0.05,-1.0
193,D,1.65,1.3,L,W,W,W,L,W,0.35,0.5,0.0,15.0
194,D,0.9,0.95,L,D,W,W,W,L,-0.4,-0.6,-0.25,4.0
195,H,0.75,1.65,D,W,L,W,W,L,-0.4,0.65,-0.2,8.0
196,H,1.35,1.25,L,W,L,L,L,W,-0.2,-0.05,0.2,8.0
197,H,1.3,1.25,L,D,D,W,L,D,0.2,-0.2,0.2,-11.0
198,H,1.05,1.3,D,L,W,D,D,D,-0.4,-0.05,-0.1,5.0
199,D,1.75,1.6,L,D,W,W,L,W,0.6,0.05,-0.25,-5.0
200,H,1.619047619047619,1.238095238095238,D,L,W,L,D,D,0.3333333333333333,-0.14285714285714285,0.19047619047619047,10.0
201,A,0.9047619047619048,1.1904761904761905,D,L,D,L,W,L,-0.3809523809523809,-0.42857142857142855,0.047619047619047616,0.0
202,D,0.8571428571428571,0.9047619047619048,W,D,W,W,D,L,-0.3333333333333333,-0.7619047619047619,0.0,-2.0
203,D,1.4285714285714286,2.1904761904761907,W,L,W,W,W,L,-0.14285714285714285,1.5714285714285714,-0.14285714285714285,10.0
204,H,1.1428571428571428,0.9523809523809524,W,D,L,D,W,W,-0.2857142857142857,-0.5714285714285714,-0.14285714285714285,-1.0
205,H,1.1904761904761905,1.809523809523809,L,W,L,W,L,D,-0.42857142857142855,0.8095238095238095,-0.2857142857142857,18.0
206,H,1.2857142857142858,1.380952380952381,D,W,L,L,L,W,0.4761904761904762,0.19047619047619047,0.2380952380952381,-1.0
207,D,0.9047619047619048,0.9047619047619048,W,D,L,D,L,D,-0.7619047619047619,-0.3809523809523809,0.09523809523809523,-6.0
208,H,0.9523809523809524,1.0476190476190477,D,W,W,L,L,D,-0.5714285714285714,-0.5238095238095238,0.42857142857142855,3.0
209,D,1.238095238095238,0.8571428571428571,D,L,L,W,D,W,-0.047619047619047616,-0.3333333333333333,-0.14285714285714285,-9.0
210,A,1.5909090909090908,0.6818181818181818,L,L,W,W,L,L,0.045454545454545456,-1.0,0.09090909090909093,-9.0
211,H,1.6363636363636365,1.2272727272727273,W,L,W,W,W,D,0.5909090909090909,-0.2272727272727273,-0.045454545454545456,-11.0
212,H,2.136363636363636,1.318181818181818,D,W,W,L,W,L,1.5,0.3181818181818182,0.13636363636363635,-8.0
213,H,1.6363636363636365,1.681818181818182,D,W,W,W,D,L,0.18181818181818185,0.4545454545454545,0.0,-13.0
214,H,1.181818181818182,1.4090909090909092,L,L,D,D,W,L,-0.2727272727272727,-0.13636363636363635,-0.18181818181818185,-1.0
215,D,1.7727272727272727,1.3636363636363635,D,W,L,W,D,W,0.7727272727272727,0.5,-0.09090909090909093,-3.0
216,A,1.318181818181818,1.6363636363636365,L,L,L,W,L,W,0.045454545454545456,0.5909090909090909,-0.2272727272727273,2.0
217,A,0.6818181818181818,2.136363636363636,W,L,L,D,W,W,-1.0,1.5,-0.18181818181818185,16.0
218,D,1.0,1.181818181818182,L,L,L,L,L,D,-0.5454545454545454,-0.2727272727272727,-0.09090909090909093,3.0
219,A,0.8636363636363636,1.318181818181818,L,D,L,W,D,L,-0.5,0.13636363636363635,-0.09090909090909093,17.0
220,H,0.8695652173913043,1.0,D,D,W,W,L,D,-0.3043478260869565,-0.5217391304347826,-0.043478260869565216,-4.0
221,H,1.3478260869565215,0.9130434782608696,L,D,W,D,D,W,-0.21739130434782608,-0.6956521739130435,0.043478260869565216,-3.0
222,D,1.173913043478261,1.3478260869565215,L,W,W,W,W,L,-0.2608695652173913,-0.21739130434782608,-0.08695652173913042,-5.0
223,A,1.2608695652173914,1.6956521739130437,L,L,W,W,D,W,0.21739130434782608,0.3043478260869565,-0.2608695652173913,2.0
224,H,1.608695652173913,1.5217391304347827,L,W,D,L,L,L,0.3043478260869565,-0.043478260869565216,0.043478260869565216,12.0
225,H,1.3478260869565215,1.608695652173913,D,W,D,L,W,D,0.4782608695652174,0.3043478260869565,0.043478260869565216,-15.0
226,A,0.9130434782608696,1.0,D,D,W,D,L,L,-0.6956521739130435,-0.5217391304347826,0.17391304347826084,1.0
227,D,1.0,0.8695652173913043,W,L,D,D,L,D,-0.5217391304347826,-0.4782608695652174,0.3043478260869565,-4.0
228,A,1.2608695652173914,1.3478260869565215,L,W,D,L,D,W,0.043478260869565216,-0.21739130434782608,-0.13043478260869565,-8.0
229,D,1.5217391304347827,1.6956521739130437,L,L,L,L,D,W,-0.043478260869565216,0.6956521739130435,0.043478260869565216,6.0
230,D,1.6666666666666667,0.9583333333333334,D,W,W,W,D,D,0.6666666666666666,-0.125,0.04166666666666666,-8.0
231,H,2.208333333333333,1.2083333333333333,W,W,D,L,L,L,1.5833333333333333,-0.08333333333333333,0.5416666666666666,-5.0
232,D,1.25,1.1666666666666667,D,W,L,D,L,W,-0.16666666666666666,-0.25,-0.125,-5.0
233,D,1.75,0.6666666666666666,W,W,D,D,L,W,0.375,-1.0416666666666667,0.375,-10.0
234,D,1.3333333333333333,1.25,D,W,W,D,L,L,-0.20833333333333331,0.20833333333333331,0.25,11.0
235,A,1.2083333333333333,1.3333333333333333,L,L,L,W,L,W,-0.08333333333333333,0.08333333333333333,-0.2916666666666667,3.0
236,H,1.6666666666666667,0.6666666666666666,D,L,D,D,L,W,0.6666666666666666,-1.0416666666666667,0.04166666666666666,-15.0
237,H,1.3333333333333333,0.9583333333333334,D,W,W,L,W,L,-0.20833333333333331,-0.6666666666666666,0.125,4.0
238,H,1.4166666666666667,1.4166666666666667,W,D,W,W,L,D,0.5833333333333334,-0.125,0.16666666666666666,-6.0
239,D,1.0833333333333333,0.9583333333333334,W,D,L,W,D,D,-0.4166666666666667,-0.125,-0.20833333333333331,1.0
240,H,1.4,0.84,W,W,L,L,L,D,0.12,-0.8,0.2,-11.0
241,D,0.84,1.64,D,L,D,D,D,W,-0.6,0.64,-0.2,16.0
242,H,1.16,1.44,D,D,L,L,D,L,-0.24,-0.08,0.28,7.0
243,A,1.72,2.24,D,W,W,W,W,W,0.36,1.6,-0.08,6.0
244,D,1.24,1.24,D,D,L,D,D,W,0.2,-0.16,0.0,-1.0
245,A,0.64,1.28,L,D,L,W,L,L,-1.08,0.04,0.04,11.0
246,A,0.84,1.64,L,L,D,D,D,L,-0.8,0.64,-0.04,12.0
247,H,0.96,1.72,D,L,W,D,W,W,-0.64,0.36,-0.24,9.0
248,A,1.6,1.4,L,W,L,W,W,L,0.24,0.12,-0.12,17.0
249,H,1.44,1.48,L,D,L,W,W,D,-0.08,0.64,-0.4,3.0
250,H,1.6923076923076923,1.1923076923076923,W,D,D,L,D,D,0.7307692307692307,0.07692307692307693,0.3461538461538461,-5.0
251,H,2.269230769230769,1.0384615384615383,W,W,W,L,D,W,1.5769230769230769,-0.4230769230769231,0.3076923076923077,-12.0
252,D,0.9615384615384616,0.8461538461538461,D,D,W,D,D,L,-0.1153846153846154,-0.5769230769230769,0.15384615384615385,-8.0
253,D,1.2307692307692308,1.3846153846153846,D,D,D,W,D,D,-0.15384615384615385,-0.15384615384615385,-0.19230769230769232,-10.0
254,D,1.0384615384615383,1.4615384615384617,L,D,W,W,W,W,-0.4230769230769231,0.15384615384615385,-0.2692307692307692,10.0
255,H,1.6923076923076923,1.5384615384615383,W,D,D,L,L,W,0.6923076923076923,0.19230769230769232,0.0,-18.0
256,D,1.2692307692307692,0.9615384615384616,D,W,L,D,D,W,0.038461538461538464,-0.1153846153846154,-0.1153846153846154,-6.0
257,D,1.4230769230769231,2.269230769230769,L,W,W,W,W,W,0.5769230769230769,1.5769230769230769,-0.1153846153846154,4.0
258,H,1.0384615384615383,1.5,L,D,W,W,L,D,-0.4230769230769231,-0.038461538461538464,0.038461538461538464,5.0
259,D,1.4615384615384617,0.9230769230769232,W,W,W,L,D,L,0.15384615384615385,-0.6538461538461539,0.3076923076923077,-13.0
260,A,0.8518518518518519,1.2222222222222223,D,D,D,D,D,D,-0.5555555555555556,-0.14814814814814814,-0.1111111111111111,10.0
261,H,1.2962962962962965,0.5925925925925926,W,W,D,L,L,L,-0.1111111111111111,-1.1851851851851851,0.25925925925925924,-2.0
262,D,1.5925925925925926,1.6666666666666667,L,L,D,D,W,D,0.25925925925925924,0.7037037037037037,-0.07407407407407407,3.0
263,H,1.3703703703703705,1.3703703703703705,D,W,D,L,L,W,-0.14814814814814814,-0.1851851851851852,0.1111111111111111,9.0
264,D,1.1851851851851851,0.7777777777777778,D,L,D,L,L,L,0.07407407407407407,-0.8148148148148148,0.07407407407407407,-5.0
265,A,0.5925925925925926,1.1851851851851851,L,L,L,D,L,D,-1.1851851851851851,0.07407407407407407,-0.07407407407407407,8.0
266,D,0.7777777777777778,1.3703703703703705,L,L,L,D,W,D,-0.8148148148148148,-0.14814814814814814,-0.2962962962962963,-6.0
267,H,1.0,1.2222222222222223,W,L,D,L,D,W,-0.5925925925925926,0.0,0.1111111111111111,10.0
268,H,1.4814814814814814,1.037037037037037,L,L,L,D,L,D,0.14814814814814814,-0.4074074074074074,-0.1111111111111111,7.0
269,H,1.4444444444444444,1.5925925925925926,L,W,L,L,L,D,-0.07407407407407407,0.25925925925925924,-0.1111111111111111,1.0
270,A,0.9642857142857144,1.3571428571428572,D,D,D,W,W,W,-0.10714285714285714,-0.07142857142857142,-0.14285714285714285,-3.0
271,A,1.3214285714285714,0.8214285714285714,L,L,L,L,D,D,-0.21428571428571427,-0.5714285714285714,0.10714285714285714,-9.0
